,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請区分,,その他,施設名,施設-住所1,施設-電話番号1,申請者1,申請者2,申請者3,申請-住所1,申請-電話番号1,,,業種,,,確認番号,,,開業年月日,申請年月日,,許可年月日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人個人,申請区分,施設番号,営業所種類,名称（屋号）,営業所所在地,営業所電話番号,申請者氏名,申請者法人名,申請者代表者名,申請者住所（法人）,申請者電話番号（法人）,申請者住所（個人）,申請者電話番号（個人）,業種名,許可条件,シール番号,許可番号,移動販売,自販機,初回許可年月日,申請年月日,判定年月日,許可年月日,満了年月日,廃業年月日,休業開始年月日,休業終了年月日,H30法改正,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
法人,新規,14435,有限会社,結城堂　だんご店,新発田市月岡温泉６４１－５,0254-32-2602,,有限会社　結城堂,代表取締役　結城　守利,新潟県新発田市月岡温泉641-6,0254-32-2602,,,① 飲食店営業,,,13-65,0,0,2022年06月01日,2022年05月16日,2022年05月31日,2022年06月01日,2027年07月31日,,,,,,新発田保健所,結城堂　だんご店,0254,0254-32-2602,,,,新発田市月岡温泉６４１－５,新潟県新発田市月岡温泉６４１－５,,86812,新潟県,新発田市,月岡温泉,2022/05/16,2022/06/01,2022/06/01,,2027/07/31,有限会社　結城堂,代表取締役　結城　守利,0254-32-2602,新潟県新発田市月岡温泉641-6,新潟県新発田市月岡温泉６４１－６,,86812,新潟県,新発田市,月岡温泉,13-65,新規,飲食店営業,,有限会社,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,結城堂　だんご店,結城堂だんご店,有限会社結城堂,,2,,,,,
法人,新規,14435,有限会社,結城堂　だんご店,新発田市月岡温泉６４１－５,0254-32-2602,,有限会社　結城堂,代表取締役　結城　守利,新潟県新発田市月岡温泉641-6,0254-32-2602,,,⑪ 菓子製造業,,,13-65,0,0,2022年06月01日,2022年05月16日,2022年05月31日,2022年06月01日,2027年07月31日,,,,,,新発田保健所,結城堂　だんご店,0254,0254-32-2602,,,,新発田市月岡温泉６４１－５,新潟県新発田市月岡温泉６４１－５,,86812,新潟県,新発田市,月岡温泉,2022/05/16,2022/06/01,2022/06/01,,2027/07/31,有限会社　結城堂,代表取締役　結城　守利,0254-32-2602,新潟県新発田市月岡温泉641-6,新潟県新発田市月岡温泉６４１－６,,86812,新潟県,新発田市,月岡温泉,13-65,新規,菓子製造業,,有限会社,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,結城堂　だんご店,結城堂だんご店,有限会社結城堂,,2,,,,,
個人,新規,11471,居酒屋,笑家,新発田市月岡温泉240-4レジョンドール優101,0254-32-1174,中村　雅臣,,,,,,,① 飲食店営業,,,13-57,0,0,2022年06月08日,2022年06月01日,2022年06月07日,2022年06月08日,2027年07月31日,,,,,,新発田保健所,笑家,0254,0254-32-1174,,,,新発田市月岡温泉240-4レジョンドール優101,新潟県新発田市月岡温泉２４０－４,レジョンド－ル優１０１,86812,新潟県,新発田市,月岡温泉,2022/06/01,2022/06/08,2022/06/08,,2027/07/31,,中村　雅臣,,,,,,,,,13-57,新規,飲食店営業,,居酒屋,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,笑家,笑家,,,1,,,,,
個人,新規,11399,,喫茶　びいどろ,新発田市月岡１１０９カリオンパーク内,32-2707,加賀田　美友紀,,,,,,,① 飲食店営業,,,13-56,0,0,2022年06月29日,2022年06月02日,2022年06月28日,2022年06月29日,2027年07月31日,,,,,,新発田保健所,喫茶　びいどろ,0254,0254-32-2707,,,,新発田市月岡１１０９カリオンパーク内,新潟県新発田市月岡１１０９,カリオンパ－ク内,86733,新潟県,新発田市,月岡,2022/06/02,2022/06/29,2022/06/29,,2027/07/31,,加賀田　美友紀,,,,,,,,,13-56,新規,飲食店営業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,喫茶　びいどろ,喫茶びいどろ,,,1,,,,,
法人,新規,15503,,道の駅　あがの(カフェ）,阿賀野市窪川原553-2,0250-25-7011,,株式会社　あがの,代表取締役　丸山　正孝,新潟県阿賀野市下黒瀬1366,0250-25-7011,,,① 飲食店営業,,,12-28,0,0,2022年07月02日,2022年06月24日,2022年07月01日,2022年07月02日,2028年03月31日,,,,,,新発田保健所,道の駅　あがの(カフェ）,0250,0250-25-7011,,,,阿賀野市窪川原553-2,新潟県阿賀野市窪川原５５３－２,,89441,新潟県,阿賀野市,窪川原,2022/06/24,2022/07/02,2022/07/02,,2028/03/31,株式会社　あがの,代表取締役　丸山　正孝,0250-25-7011,新潟県阿賀野市下黒瀬1366,新潟県阿賀野市下黒瀬１３６６,,89472,新潟県,阿賀野市,下黒瀬,12-28,新規,飲食店営業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,道の駅　あがの（カフェ）,道の駅あがのカフェ,株式会社あがの,,1,,,,,
法人,新規,15505,,道の駅　あがの(食堂）,阿賀野市窪川原553-2,0250-25-7011,,株式会社　あがの,代表取締役　丸山　正孝,新潟県阿賀野市下黒瀬1366,0250-25-7011,,,① 飲食店営業,,,12-26,0,0,2022年07月02日,2022年06月24日,2022年07月01日,2022年07月02日,2028年03月31日,,,,,,新発田保健所,道の駅　あがの(食堂）,0250,0250-25-7011,,,,阿賀野市窪川原553-2,新潟県阿賀野市窪川原５５３－２,,89441,新潟県,阿賀野市,窪川原,2022/06/24,2022/07/02,2022/07/02,,2028/03/31,株式会社　あがの,代表取締役　丸山　正孝,0250-25-7011,新潟県阿賀野市下黒瀬1366,新潟県阿賀野市下黒瀬１３６６,,89472,新潟県,阿賀野市,下黒瀬,12-26,新規,飲食店営業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,道の駅　あがの（食堂）,道の駅あがの食堂,株式会社あがの,,2,,,,,
法人,新規,15506,,道の駅　あがの（農産加工場）,阿賀野市窪川原553-2,0250-25-7011,,株式会社　あがの,代表取締役　丸山　正孝,新潟県阿賀野市下黒瀬1366,0250-25-7011,,,⑪ 菓子製造業,,,12-27,0,0,2022年07月02日,2022年06月24日,2022年07月01日,2022年07月02日,2028年03月31日,,,,,,新発田保健所,道の駅　あがの（農産加工場）,0250,0250-25-7011,,,,阿賀野市窪川原553-2,新潟県阿賀野市窪川原５５３－２,,89441,新潟県,阿賀野市,窪川原,2022/06/24,2022/07/02,2022/07/02,,2028/03/31,株式会社　あがの,代表取締役　丸山　正孝,0250-25-7011,新潟県阿賀野市下黒瀬1366,新潟県阿賀野市下黒瀬１３６６,,89472,新潟県,阿賀野市,下黒瀬,12-27,新規,菓子製造業,,,,152_新潟県_新発田保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,道の駅　あがの（農産加工場）,道の駅あがの農産加工場,株式会社あがの,,3,,,,,
