https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名2,,業種,業態,施設-住所0,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者2,申請者1,法人番号,申請者2,確認番号,開業年月日,許可年月日,許可期間開始日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
都道府県コード又は市区町村コード,No,都道府県名,市区町村名,営業所名称１,営業所名称２,営業所名称＿ｶﾅ,営業の種類,業態,営業所所在地,,営業所方書,緯度,経度,営業所電話番号,申請者個人名,法人名,法人番号,法人代表者氏名,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
382019,1,愛媛県,松山市,ｗｈｉｔｅ ｓｎｏｗ,,ホワイト スノウ,飲食店営業,,松山市保健所管内,松山市保健所管内,,,,,赤池竜也,,,,第1109号,2021/11/1,2021/11/1,,2026/12/31,,,,,,377,ｗｈｉｔｅ ｓｎｏｗ,089,,,,,松山市保健所管内,愛媛県松山市保健所管内,,193715,38,38201,,,2021/11/01,2021/11/01,,2026/12/31,,赤池竜也  ,,,,,,,,,第1109号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,ｗｈｉｔｅｓｎｏｗ19371538201,67c630c4-fca0-49eb-90e3-2353959c2fd9,,personal,afb58954-345b-4eec-ad86-ba527be29062,2021/11/01,ｗｈｉｔｅ　ｓｎｏｗ,ｗｈｉｔｅｓｎｏｗ,
382019,2,愛媛県,松山市,セブンーイレブン松山土居田町店,,セブンーイレブンマツヤマドイダマチテン,飲食店営業,,松山市土居田町60-1,松山市土居田町６０－１,,,,089-913-5711,,株式会社セブン-イレブン・ジャパン,,永松文彦,第1110号,2021/11/1,2021/11/1,,2026/12/31,,,,,,377,セブンーイレブン松山土居田町店,089,089-913-5711,,,,松山市土居田町６０－１,愛媛県松山市土居田町６０－１,,193968,38,38201,土居田町,,2021/11/01,2021/11/01,,2026/12/31,株式会社セブン-イレブン・ジャパン,永松文彦,,,,,,,,,第1110号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,セブンイレブン松山土居田町店089-913-571119396838201,f304d858-a7f3-4804-9eac-a930a662f008,株式会社セブン－イレブン・ジャパン,9b557f75-dbf9-45ab-a6d2-b5364dfb7472,e3455fb0-4e17-4a30-8268-5a4ff427c77f,2021/11/01,セブンイレブン松山土居田町店,セブンイレブン松山土居田町店,株式会社セブン－イレブン・ジャパン
382019,3,愛媛県,松山市,ＲＥＤＯＮＤＯ ＣＯＦＦＥＥ,,レドンドコーヒー,飲食店営業,,松山市大街道2丁目3-9ヒロヤビル１Ｆ、2Ｆ,松山市大街道２丁目３－９,ヒロヤビル１Ｆ、２Ｆ,,,089-909-5577,,株式会社ＲＯＤＥＯ ＣＯＭＰＡＮＹ,,田所雅之,第1111号,2021/11/1,2021/11/1,,2026/12/31,,,,,,377,ＲＥＤＯＮＤＯ ＣＯＦＦＥＥ,089,089-909-5577,,,,松山市大街道２丁目３－９,愛媛県松山市大街道２丁目３－９,ヒロヤビル１Ｆ、２Ｆ,193775,38,38201,大街道２,,2021/11/01,2021/11/01,,2026/12/31,株式会社ＲＯＤＥＯ ＣＯＭＰＡＮＹ,田所雅之,,,,,,,,,第1111号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,ＲＥＤＯＮＤＯＣＯＦＦＥＥ089-909-557719377538201,21f2d126-0883-4233-9c28-d20d95e7b67f,株式会社ＲＯＤＥＯ　ＣＯＭＰＡＮＹ,6acc44ff-ce84-4fa9-b0a4-a03b2da7610e,2dc624e7-0b9d-40f4-860a-2e2536e99345,2021/11/01,ＲＥＤＯＮＤＯ　ＣＯＦＦＥＥ,ＲＥＤＯＮＤＯＣＯＦＦＥＥ,株式会社ＲＯＤＥＯ　ＣＯＭＰＡＮＹ
382019,4,愛媛県,松山市,salon 永,,サロン エイ,飲食店営業,,松山市一番町1丁目3-11ミツワ18ビル 1-A,松山市一番町１丁目３－１１,ミツワ１８ビル １－A,,,089-910-6012,阿部妙子,,,,第1112号,2021/11/2,2021/11/2,,2026/12/31,,,,,,377,salon 永,089,089-910-6012,,,,松山市一番町１丁目３－１１,愛媛県松山市一番町１丁目３－１１,ミツワ１８ビル １－A,193744,38,38201,一番町１,,2021/11/02,2021/11/02,,2026/12/31,,阿部妙子  ,,,,,,,,,第1112号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,ｓａｌｏｎ永089-910-601219374438201,8324b3f0-931a-45b5-a1a7-c56bd99bade0,,personal,776f8eaf-c55a-49a2-b47e-95b424b0e0a3,2021/11/02,ｓａｌｏｎ　永,ｓａｌｏｎ永,
382019,5,愛媛県,松山市,ドトールコーヒーショップ松山市駅店,,ドトールコーヒーショップマツヤマシエキテン,飲食店営業,,松山市湊町5－2－2,松山市湊町５－２－２,,,,089-993-8283,,株式会社ドトールコーヒー,,星野正則,第1113号,2021/11/2,2021/11/2,,2026/12/31,,,,,,377,ドトールコーヒーショップ松山市駅店,089,089-993-8283,,,,松山市湊町５－２－２,愛媛県松山市湊町５－２－２,,194093,38,38201,湊町５,,2021/11/02,2021/11/02,,2026/12/31,株式会社ドトールコーヒー,星野正則,,,,,,,,,第1113号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,ドトルコヒショップ松山市駅店089-993-828319409338201,964ea3d8-ef21-4974-9418-021a5eab048e,株式会社ドトールコーヒー,5eb38cda-b13d-4460-82aa-cd320dc821d6,0f56be7e-179d-463a-89cf-4d5a0619a445,2021/11/02,ドトールコーヒーショップ松山市駅店,ドトルコヒショップ松山市駅店,株式会社ドトールコーヒー
382019,6,愛媛県,松山市,燈美,,アカリビ,飲食店営業,,松山市三番町１丁目１５－６ ニューパールビル ２F,松山市三番町１丁目１５－６,ニューパールビル ２F,,,089-941-3577,山中裕美,,,,第1114号,2021/11/2,2021/11/2,,2026/12/31,,,,,,377,燈美,089,089-941-3577,,,,松山市三番町１丁目１５－６,愛媛県松山市三番町１丁目１５－６,ニューパールビル ２F,193877,38,38201,三番町１,,2021/11/02,2021/11/02,,2026/12/31,,山中裕美  ,,,,,,,,,第1114号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,燈美089-941-357719387738201,dd2edd63-c11a-4b11-89d3-94642d989bcf,,personal,e463d1e0-739f-4a84-8438-9e2186b9bf77,2021/11/02,燈美,燈美,
382019,7,愛媛県,松山市,ＤＤ４Ｄ ＦＡＣＴＯＲＹ,,ディーディーフォーディー ファクトリー,飲食店営業,,松山市住吉２丁目１２－１９角田貸倉庫③④⑤,松山市住吉２丁目１２－１９,角田貸倉庫③④⑤,,,,,株式会社ＪＡＰＡＮＤＥＭＩＣ ＣＯＭＰＡＮＹ,,山之内圭太,第1117号,2021/11/4,2021/11/4,,2026/12/31,,,,,,377,ＤＤ４Ｄ ＦＡＣＴＯＲＹ,089,,,,,松山市住吉２丁目１２－１９,愛媛県松山市住吉２丁目１２－１９,角田貸倉庫③④⑤,193912,38,38201,住吉２,,2021/11/04,2021/11/04,,2026/12/31,株式会社ＪＡＰＡＮＤＥＭＩＣ ＣＯＭＰＡＮＹ,山之内圭太,,,,,,,,,第1117号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,ＤＤ４ＤＦＡＣＴＯＲＹ19391238201,b0489b07-3c58-4328-9d04-e2505d068f32,株式会社ＪＡＰＡＮＤＥＭＩＣ　ＣＯＭＰＡＮＹ,0aecf0a4-2c71-40a2-b5ff-f8dcdad8f41f,ef079385-360d-431d-b183-ef2ec2eb68cf,2021/11/04,ＤＤ４Ｄ　ＦＡＣＴＯＲＹ,ＤＤ４ＤＦＡＣＴＯＲＹ,株式会社ＪＡＰＡＮＤＥＭＩＣ　ＣＯＭＰＡＮＹ
382019,8,愛媛県,松山市,New Club Lierre,,ニュークラブリエール,飲食店営業,,松山市二番町２丁目８－４ゑり友ビル１F,松山市二番町２丁目８－４,ゑり友ビル１F,,,,,合同会社New Club Lierre,,齊藤誠一,第1118号,2021/11/4,2021/11/4,,2026/12/31,,,,,,377,New Club Lierre,089,,,,,松山市二番町２丁目８－４,愛媛県松山市二番町２丁目８－４,ゑり友ビル１F,194003,38,38201,二番町２,,2021/11/04,2021/11/04,,2026/12/31,合同会社New Club Lierre,齊藤誠一,,,,,,,,,第1118号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,ＮｅｗＣｌｕｂＬｉｅｒｒｅ19400338201,4b00a2f2-93ca-4896-b41e-5f596258c611,合同会社Ｎｅｗ　Ｃｌｕｂ　Ｌｉｅｒｒｅ,68409222-b579-43b2-9d4c-b978dd10df7e,99a33944-02a8-4f20-9106-a8efffbbcbba,2021/11/04,Ｎｅｗ　Ｃｌｕｂ　Ｌｉｅｒｒｅ,ＮｅｗＣｌｕｂＬｉｅｒｒｅ,合同会社Ｎｅｗ　Ｃｌｕｂ　Ｌｉｅｒｒｅ
382019,9,愛媛県,松山市,からや ＮＥＸＴ,,カラヤ ネクスト,飲食店営業,,松山市高砂町１丁目５－９Ｍｔ．ＣＥＲＶＩＮ １０１,松山市高砂町１丁目５－９,Ｍｔ．ＣＥＲＶＩＮ１０１,,,089-989-7608,宇都宮巧,,,,第1119号,2021/11/4,2021/11/4,,2026/12/31,,,,,,377,からや ＮＥＸＴ,089,089-989-7608,,,,松山市高砂町１丁目５－９,愛媛県松山市高砂町１丁目５－９,Ｍｔ．ＣＥＲＶＩＮ１０１,193917,38,38201,高砂町１,,2021/11/04,2021/11/04,,2026/12/31,,宇都宮巧  ,,,,,,,,,第1119号,,飲食店営業,,,,377_愛媛県_松山市保健所_食品衛生()_2021年11月_末日,M,76,,,からやＮＥＸＴ089-989-760819391738201,e15a96ee-aee1-4f72-a1dd-c75f80d3aba6,,personal,1484a17e-96b3-4277-be27-07759af3f89a,2021/11/04,からや　ＮＥＸＴ,からやＮＥＸＴ,
