,https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,n処理終了,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
施設-住所1,施設-住所2,施設-マンション名,施設名,施設-電話番号1,申請-住所1,申請-住所2,申請-マンション名,申請-電話番号1,申請者1,申請者2,申請者3,許可年月日,許可期間開始日,許可期間終了日,確認番号,業種,業態,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,営業所所在地,営業所所在地方書,営業所名称,営業所電話番号,営業者住所,,,営業者電話番号,営業者名,代表者名,,許可年月日,許可開始日,許可終了日,許可指令番号,業種,種目,食品衛生責任者,廃業年月日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
相模原市,緑区下九沢３２５,,トマトの花,042-761-1548  ,,,,,小俣　シゲ子,,,R03.11.02,R03.11.02,R10.11.12,03-025-0001,みそ製造業,みそ,小俣　シゲ子,        ,,143,トマトの花,042,042-761-1548,,,,相模原市　緑区下九沢３２５,神奈川県相模原市緑区下九沢３２５,,80597,14,14151,下九沢,,,2021/11/02,2021/11/02,2028/11/12,,小俣　シゲ子  ,,　,,,,,,,03-025-0001,,みそ製造業, みそ,,,143_神奈川県_相模原市保健所_食品衛生(許可-届出)_2021年11月_末日_新規、廃止,E,9,,,トマトの花042-761-15488059714151,9dcf74f7-c1a9-424b-a2ab-64f99069994b,,personal,9e440e79-b089-452e-bf3b-e21aea7b1fbc,2021/11/02,トマトの花,トマトの花,
相模原市,緑区橋本８－５－１７,,フェリーチェ　Ｈｏｍａｒｅ,              ,,,,,田中　しのぶ,,,R03.11.25,R03.11.25,R09.11.24,03-001-0665,飲食店営業,飲食店（客席を設ける営業）,田中　しのぶ,        ,,143,フェリーチェ　Ｈｏｍａｒｅ,042,,,,,相模原市　緑区橋本８－５－１７,神奈川県相模原市緑区橋本８－５－１７,,80629,14,14151,橋本８,,,2021/11/25,2021/11/25,2027/11/24,,田中　しのぶ  ,,　,,,,,,,03-001-0665,,飲食店営業, 飲食店（客席を設ける営業）,,,143_神奈川県_相模原市保健所_食品衛生(許可-届出)_2021年11月_末日_新規、廃止,M,76,,,フェリチェＨｏｍａｒｅ8062914151,617c327b-2d7d-4932-a23d-a09dd611d23f,,personal,6f3d67d5-a208-4a83-8c9a-b3b70aa72d70,2021/11/25,フェリーチェ　Ｈｏｍａｒｅ,フェリチェＨｏｍａｒｅ,
相模原市,緑区西橋本１－１２－２,パールマンションⅡ１０１,ラカーヴドハシモト,              ,,,,,千葉　崇憲,,,R03.11.17,R03.11.17,R10.11.16,03-001-0647,飲食店営業,飲食店（客席を設ける営業）,千葉　崇憲,        ,,143,ラカーヴドハシモト,042,,,,,相模原市　緑区西橋本１－１２－２,神奈川県相模原市緑区西橋本１－１２－２,パールマンションⅡ１０１,80612,14,14151,西橋本１,,,2021/11/17,2021/11/17,2028/11/16,,千葉　崇憲  ,,　,,,,,,,03-001-0647,,飲食店営業, 飲食店（客席を設ける営業）,,,143_神奈川県_相模原市保健所_食品衛生(許可-届出)_2021年11月_末日_新規、廃止,M,76,,,ラカヴドハシモト8061214151,67164633-4466-4262-85fc-285ae4d4869e,,personal,9dd18025-1af7-4abf-9abf-8e7e9329c4e9,2021/11/17,ラカーヴドハシモト,ラカヴドハシモト,
相模原市,緑区西橋本１－１９－４８,,らぁ麺食堂　吉凛　本店,042-703-7227  ,神奈川県,相模原市緑区橋本１－１４－３,,042-779-7766  ,(株)サーティーフォー,(代),唐橋　和男,R03.11.29,R03.11.29,R10.12.18,03-001-0680,飲食店営業,飲食店（客席を設ける営業）,中村　広重,        ,,143,らぁ麺食堂　吉凛　本店,042,042-703-7227,,,,相模原市　緑区西橋本１－１９－４８,神奈川県相模原市緑区西橋本１－１９－４８,,80612,14,14151,西橋本１,,,2021/11/29,2021/11/29,2028/12/18,(株)サーティーフォー(代), 唐橋　和男,042-779-7766  ,神奈川県　相模原市緑区橋本１－１４－３,神奈川県相模原市緑区橋本１－１４－３,,80622,神奈川県,相模原市緑区,橋本１,03-001-0680,,飲食店営業, 飲食店（客席を設ける営業）,,,143_神奈川県_相模原市保健所_食品衛生(許可-届出)_2021年11月_末日_新規、廃止,M,76,,,らぁ麺食堂吉凛本店042-703-72278061214151,66d143c3-3ece-4e22-b578-19dc1f6c4ffe,株式会社サーティーフォー（代）80622,f3dc6ea6-41cf-4e38-9201-df8c2c4e4997,4fd4cfa4-7317-4427-b79c-7b99761f331e,2021/11/29,らぁ麺食堂　吉凛　本店,らぁ麺食堂吉凛本店,株式会社サーティーフォー（代）
相模原市,緑区西橋本１－２７－１３,,Ｂａｋｅｒｙ　Ｇｉｕｌｉａ,,,,,,渡辺　恵子,,,R03.11.17,R03.11.17,R10.11.16,03-003-0055,菓子製造業,パン,渡辺　恵子,        ,,143,Ｂａｋｅｒｙ　Ｇｉｕｌｉａ,042,,,,,相模原市　緑区西橋本１－２７－１３,神奈川県相模原市緑区西橋本１－２７－１３,,80612,14,14151,西橋本１,,,2021/11/17,2021/11/17,2028/11/16,,渡辺　恵子  ,,　,,,,,,,03-003-0055,,菓子製造業, パン,,,143_神奈川県_相模原市保健所_食品衛生(許可-届出)_2021年11月_末日_新規、廃止,E,9,,,ＢａｋｅｒｙＧｉｕｌｉａ8061214151,a18f596e-b254-479c-9208-87fb0e46aaaa,,personal,5d7f3f50-a081-4a88-a0cb-33087760cc52,2021/11/17,Ｂａｋｅｒｙ　Ｇｉｕｌｉａ,ＢａｋｅｒｙＧｉｕｌｉａ,
相模原市,緑区大山町１－２２,,イトーヨーカ堂アリオ橋本店,042-779-8111  ,東京都,千代田区二番町８－８,,03-6238-2111  ,(株)イトーヨーカ堂,(代),三枝　富博,R03.11.02,R03.11.02,R03.12.13,03-001-0620,飲食店営業,飲食店（客席を設ける営業）,泰　大輔,        ,,143,イトーヨーカ堂アリオ橋本店,042,042-779-8111,,,,相模原市　緑区大山町１－２２,神奈川県相模原市緑区大山町１－２２,,80586,14,14151,大山町,,,2021/11/02,2021/11/02,2021/12/13,(株)イトーヨーカ堂(代), 三枝　富博,03-6238-2111  ,東京都　千代田区二番町８－８,東京都千代田区二番町８－８,,72918,東京都,千代田区,二番町,03-001-0620,,飲食店営業, 飲食店（客席を設ける営業）,,,143_神奈川県_相模原市保健所_食品衛生(許可-届出)_2021年11月_末日_新規、廃止,M,76,,,イトヨカ堂アリオ橋本店042-779-81118058614151,00143_7183af78-8e16-4d63-924d-c3073f5d723e,株式会社イトーヨーカ堂（代）72918,ecf220fb-3348-45bc-8bef-5089c12b2021,8befcb79-c85d-4e39-b24d-9cb22acd01f9,2021/11/02,イトーヨーカ堂アリオ橋本店,イトヨカ堂アリオ橋本店,株式会社イトーヨーカ堂（代）
