,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請-住所1,申請-電話番号1,申請者1,申請者2,施設-住所1,施設-電話番号1,施設名,,,業種,確認番号,許可年月日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業者住所,営業者電話番号,営業者氏名,法人代表者氏名,営業所所在地住所,営業所所在地電話番号,営業所の名称等,営業の種類コード,営業の種類細分類コード,,許可番号,許可年月日,初回許可年月日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
新宿区山吹町３４６番地６,03-5225-1410,株式会社シン・コーポレーション,加藤伸司,新庄市沖の町１－１５,,カラオケBanBan新庄駅前店,1,115,飲食店営業（カラオケハウス）,1046,2022/7/4,2022/7/4,,最上保健所,カラオケBanBan新庄駅前店,0233,,,,,新庄市沖の町１－１５,山形県新庄市沖ノ町１－１５,,47578,山形県,新庄市,沖の町,,2022/07/04,2022/07/04,,,株式会社シン・コーポレーション,加藤伸司,03-5225-1410,新宿区山吹町３４６番地６,東京都新宿区山吹町３４６番地６,,73288,東京都,新宿区,山吹町,1046,,飲食店営業,（カラオケハウス）,,,068_山形県_最上保健所_食品衛生(許可)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,カラオケＢａｎＢａｎ新庄駅前店,カラオケＢａｎＢａｎ新庄駅前店,株式会社シン・コーポレーション,,1,,,,,
,,髙山実希,,新庄市若葉町２２－７,,咲希,1,109,飲食店営業（スナック・バー）,1079,2022/7/19,2022/7/19,,最上保健所,咲希,0233,,,,,新庄市若葉町２２－７,山形県新庄市若葉町２２－７,,47613,山形県,新庄市,若葉町,,2022/07/19,2022/07/19,,,,,,,,,,,,,1079,,飲食店営業,カフェ・バー・キャバレー,,,068_山形県_最上保健所_食品衛生(許可)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,咲希,咲希,,,1,,,,,
,,土田真二,,新庄市若葉町９－６,,和dining すん’S,1,111,飲食店営業（居酒屋）,1084,2022/7/25,2022/7/25,,最上保健所,和dining すん’S,0233,,,,,新庄市若葉町９－６,山形県新庄市若葉町９－６,,47613,山形県,新庄市,若葉町,,2022/07/25,2022/07/25,,,,,,,,,,,,,1084,,飲食店営業,,,,068_山形県_最上保健所_食品衛生(許可)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,和ｄｉｎｉｎｇ　すん＇Ｓ,和ｄｉｎｉｎｇすんＳ,,,1,,,,,
新庄市沖の町３－２３,0233230773,有限会社やまよフーズ,斎藤伸治,新庄市沖の町３－２３,0233234820,山葵家,32,3201,そうざい製造業,1086,2022/7/29,2022/7/29,,最上保健所,山葵家,0233,0233-23-4820,,,,新庄市沖の町３－２３,山形県新庄市沖ノ町３－２３,,47578,山形県,新庄市,沖の町,,2022/07/29,2022/07/29,,,有限会社やまよフーズ,斎藤伸治,0233-23-0773,新庄市沖の町３－２３,山形県新庄市沖ノ町３－２３,,47578,山形県,新庄市,沖の町,1086,,そうざい製造業,,,,068_山形県_最上保健所_食品衛生(許可)_2022年07月_末日_新規、廃止,製造業,食料品製造業,,,,,,,,,山葵家,山葵家,有限会社やまよフーズ,,1,,,,,
,,松田清也,,最上郡最上町大字大堀６７９,0233442833,もがみのフランス料理店　トトマビ,1,101,飲食店営業（一般食堂・レストラン）,1047,2022/7/8,2022/7/8,,最上保健所,もがみのフランス料理店　トトマビ,0233,0233-44-2833,,,,最上郡最上町大字大堀６７９,山形県最上郡最上町大堀６７９,,48572,山形県,最上郡最上町,大堀,,2022/07/08,2022/07/08,,,,,,,,,,,,,1047,,飲食店営業,,,,068_山形県_最上保健所_食品衛生(許可)_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,もがみのフランス料理店　トトマビ,もがみのフランス料理店トトマビ,,,1,,,,,
秋田市土崎港北一丁目6番25号,018-847-0111,イオン東北株式会社,辻󠄀雅信,最上郡最上町大字向町字村尻２８６－５,0233432144,マックスバリュ最上店,1,106,飲食店営業（1回300食未満・弁当仕出屋）,1055,2022/7/14,2022/7/14,,最上保健所,マックスバリュ最上店,0233,0233-43-2144,,,,最上郡最上町大字向町字村尻２８６－５,山形県最上郡最上町向町字村尻２８６－５,,48582,山形県,最上郡最上町,向町,,2022/07/14,2022/07/14,,,イオン東北株式会社,辻󠄀雅信,018-847-0111,秋田市土崎港北一丁目6番25号,秋田県秋田市土崎港北１丁目６番２５号,,44295,秋田県,秋田市,土崎港北１,1055,,弁当販売業,,,,068_山形県_最上保健所_食品衛生(許可)_2022年07月_末日_新規、廃止,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,マックスバリュ最上店,マックスバリュ最上店,イオン東北株式会社,,3,,,,,
秋田市土崎港北一丁目6番25号,018-847-0111,イオン東北株式会社,辻󠄀雅信,最上郡最上町大字向町字村尻２８６－５,0233432144,マックスバリュ最上店,14,1401,魚介類販売業（一般）,1056,2022/7/14,2022/7/14,,最上保健所,マックスバリュ最上店,0233,0233-43-2144,,,,最上郡最上町大字向町字村尻２８６－５,山形県最上郡最上町向町字村尻２８６－５,,48582,山形県,最上郡最上町,向町,,2022/07/14,2022/07/14,,,イオン東北株式会社,辻󠄀雅信,018-847-0111,秋田市土崎港北一丁目6番25号,秋田県秋田市土崎港北１丁目６番２５号,,44295,秋田県,秋田市,土崎港北１,1056,,魚介類販売業,,,,068_山形県_最上保健所_食品衛生(許可)_2022年07月_末日_新規、廃止,卸売業，小売業,飲食料品小売業,,,,,,,,,マックスバリュ最上店,マックスバリュ最上店,イオン東北株式会社,,3,,,,,
