11:57:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名のフリガナ,業種,業態,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者1,法人番号,申請-住所0,申請-住所1,申請-住所2,,,,,,,申請区分,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自治体コード,行番号,都道府県名,市区町村名,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号（フリガナ）,営業の種類,業態,営業施設所在地,営業施設方書,緯度,経度,営業施設電話番号,法人名,法人番号,法人住所,申請-住所1,申請-住所2,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
47000,fBiz00000107550000000001,沖縄県,那覇市,おきなわ米販株式会社,オキナワベイハンカブシキガイシャ,⑧ 米穀類販売業,精穀業、米穀卸売業,沖縄県島尻郡南風原町字山川286-1,,26.177702,127.71951,098-888-4090,おきなわ米販株式会社,4360001013655 ,沖縄県島尻郡南風原町字山川286-1,沖縄県島尻郡南風原町字山川２８６－１,,,,,,,,届出,,,,南部保健所,おきなわ米販株式会社,098,098-888-4090,,26.177702,127.71951,沖縄県島尻郡南風原町字山川286-1,沖縄県島尻郡南風原町字山川２８６－１,,216407,沖縄県,島尻郡南風原町,山川,,,,,,おきなわ米販株式会社,,,沖縄県島尻郡南風原町字山川２８６－１　,沖縄県島尻郡南風原町字山川２８６－１,,216407,沖縄県,島尻郡南風原町,山川,,届出,米穀類販売業, 精穀業、米穀卸売業,,4360001013655,465-469_沖縄県_沖縄県一括_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,米穀類小売業,,,,,,,おきなわ米販株式会社,おきなわ米販株式会社,おきなわ米販株式会社,,2,,,,,オキナワベイハンカブシキガイシャ
47000,fBiz00000107550000000001,沖縄県,那覇市,おきなわ米販株式会社,オキナワベイハンカブシキガイシャ,⑳ 精穀・製粉業,精穀業、米穀卸売業,沖縄県島尻郡南風原町字山川286-1,,26.177702,127.71951,098-888-4090,おきなわ米販株式会社,4360001013655 ,沖縄県島尻郡南風原町字山川286-1,沖縄県島尻郡南風原町字山川２８６－１,,,,,,,,届出,,,,南部保健所,おきなわ米販株式会社,098,098-888-4090,,26.177702,127.71951,沖縄県島尻郡南風原町字山川286-1,沖縄県島尻郡南風原町字山川２８６－１,,216407,沖縄県,島尻郡南風原町,山川,,,,,,おきなわ米販株式会社,,,沖縄県島尻郡南風原町字山川２８６－１　,沖縄県島尻郡南風原町字山川２８６－１,,216407,沖縄県,島尻郡南風原町,山川,,届出,精穀・製粉業, 精穀業、米穀卸売業,,4360001013655,465-469_沖縄県_沖縄県一括_食品衛生(届出)_2022年07月まで全件_末日,製造業,食料品製造業,精穀・製粉業,精米・精麦業,,,,,,,おきなわ米販株式会社,おきなわ米販株式会社,おきなわ米販株式会社,,2,,,,,オキナワベイハンカブシキガイシャ
47000,fBiz00000112170000000005,沖縄県,那覇市,沖縄食糧株式会社,オキナワショクリョウカブシキガイシャ,⑧ 米穀類販売業,,沖縄県浦添市勢理客4-4-1,,26.244325,127.690826,098-875-0011,沖縄食糧株式会社,1360001008542 ,沖縄県浦添市勢理客4丁目-4番-1号,沖縄県浦添市勢理客４丁目－４番,１号,,,,,,,届出,,,,南部保健所,沖縄食糧株式会社,098,098-875-0011,,26.244325,127.690826,沖縄県浦添市勢理客4-4-1,沖縄県浦添市勢理客４－４－１,,215668,沖縄県,浦添市,勢理客４,,,,,,沖縄食糧株式会社,,,沖縄県浦添市勢理客４丁目－４番　１号,沖縄県浦添市勢理客４丁目－４番１号,,215668,沖縄県,浦添市,勢理客４,,届出,米穀類販売業,,,1360001008542,465-469_沖縄県_沖縄県一括_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,米穀類小売業,,,,,,,沖縄食糧株式会社,沖縄食糧株式会社,沖縄食糧株式会社,,1,,,,,オキナワショクリョウカブシキガイシャ
47000,fBiz00000115920000000160,沖縄県,那覇市,カルディコーヒーファーム　イオンモール沖縄ライカム店,カルディコーヒーファーム　イオンモールオキナワライカムテン,⑬ その他の食料・飲料販売業,食品販売,沖縄県中頭郡北中城村ライカム1番地 ,イオンモール沖縄ライカム 2F,26.313199,127.796158,098-931-0505,株式会社キャメル珈琲,6010901003292 ,東京都世田谷区代田2-31-8,東京都世田谷区代田２－３１－８,,,,,,,,届出,,,,中部保健所,カルディコーヒーファーム　イオンモール沖縄ライカム店,098,098-931-0505,,26.313199,127.796158,沖縄県中頭郡北中城村ライカム1番地 ,沖縄県中頭郡北中城村ライカム１番地,イオンモール沖縄ライカム 2F,702000,沖縄県,中頭郡北中城村,ライカム,,,,,,株式会社キャメル珈琲,,,東京都世田谷区代田２－３１－８　,東京都世田谷区代田２－３１－８,,74388,東京都,世田谷区,代田２,,届出,食料品販売業, 食品販売,,6010901003292,465-469_沖縄県_沖縄県一括_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,カルディコーヒーファーム　イオンモール沖縄ライカム店,カルディコヒファムイオンモル沖縄ライカム店,株式会社キャメル珈琲,,1,,,,,カルディコーヒーファーム　イオンモールオキナワライカムテン
47000,fBiz00000115920000000161,沖縄県,那覇市,カルディコーヒーファーム　サンエー宜野湾店,カルディコーヒーファーム　サンエーギノワンテン,⑬ その他の食料・飲料販売業,食品販売,沖縄県宜野湾市宇地泊558番地10 ,サンエー宜野湾コンベンションシティ1F,26.274671,127.729605,098-890-6011,株式会社キャメル珈琲,6010901003292 ,東京都世田谷区代田2-31-8,東京都世田谷区代田２－３１－８,,,,,,,,届出,,,,中部保健所,カルディコーヒーファーム　サンエー宜野湾店,098,098-890-6011,,26.274671,127.729605,沖縄県宜野湾市宇地泊558番地10 ,沖縄県宜野湾市宇地泊５５８番地１０,サンエー宜野湾コンベンションシティ1F,215551,沖縄県,宜野湾市,宇地泊,,,,,,株式会社キャメル珈琲,,,東京都世田谷区代田２－３１－８　,東京都世田谷区代田２－３１－８,,74388,東京都,世田谷区,代田２,,届出,食料品販売業, 食品販売,,6010901003292,465-469_沖縄県_沖縄県一括_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,カルディコーヒーファーム　サンエー宜野湾店,カルディコヒファムサンエ宜野湾店,株式会社キャメル珈琲,,1,,,,,カルディコーヒーファーム　サンエーギノワンテン
47000,fBiz00000115920000000162,沖縄県,那覇市,カルディコーヒーファーム　浦添パルコシティ店,カルディコーヒーファーム　ウラゾエパルコシティテン,⑬ その他の食料・飲料販売業,食品販売,沖縄県浦添市西洲3-1-1 ,サンエー浦添西海岸 PARCO CITY 1F,26.261874,127.697564,098-871-1330,株式会社キャメル珈琲,6010901003292 ,東京都世田谷区代田2-31-8,東京都世田谷区代田２－３１－８,,,,,,,,届出,,,,南部保健所,カルディコーヒーファーム　浦添パルコシティ店,098,098-871-1330,,26.261874,127.697564,沖縄県浦添市西洲3-1-1 ,沖縄県浦添市西洲３－１－１,サンエー浦添西海岸 PARCO CITY 1F,215716,沖縄県,浦添市,西洲３,,,,,,株式会社キャメル珈琲,,,東京都世田谷区代田２－３１－８　,東京都世田谷区代田２－３１－８,,74388,東京都,世田谷区,代田２,,届出,食料品販売業, 食品販売,,6010901003292,465-469_沖縄県_沖縄県一括_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,カルディコーヒーファーム　浦添パルコシティ店,カルディコヒファム浦添パルコシティ店,株式会社キャメル珈琲,,1,,,,,カルディコーヒーファーム　ウラゾエパルコシティテン
47000,fBiz00000119920000000001,沖縄県,那覇市,海邦保育園,カイホウホイクエン,㉖ 集団給食施設,,沖縄県石垣市大川９９１番地６,,24.357944,124.167769,980836161,,,,,,,,,,,,届出,,,,八重山保健所,海邦保育園,0980,,,24.357944,124.167769,沖縄県石垣市大川９９１番地６,沖縄県石垣市大川９９１番地６,,215616,沖縄県,石垣市,大川,,,,,,,,,　,,,,,,,,届出,給食施設,,,,465-469_沖縄県_沖縄県一括_食品衛生(届出)_2022年07月まで全件_末日,宿泊業，飲食サービス業,持ち帰り・配達飲食サービス業,,,,,,,,,海邦保育園,海邦保育園,,,1,,,,,カイホウホイクエン
