,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請区分,,その他,施設名,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請者3,申請-住所1,申請-電話番号1,,,業種,,,確認番号,,,開業年月日,申請年月日,,許可年月日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人個人,申請区分,施設番号,営業所種類,名称（屋号）,営業所所在地,,営業所電話番号,申請者氏名,申請者法人名,申請者代表者名,申請者住所（法人）,申請者電話番号（法人）,申請者住所（個人）,申請者電話番号（個人）,業種名,許可条件,シール番号,許可番号,移動販売,自販機,初回許可年月日,申請年月日,判定年月日,許可年月日,満了年月日,廃業年月日,休業開始年月日,休業終了年月日,H30法改正,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
個人,新規,1194,,ぽぱい,中魚沼郡津南町大字下船渡丁２２９－１,,025-765-3458,村山　政治,,,,,,,① 飲食店営業,,,1-37,0,0,2022年07月08日,2022年06月14日,2022年07月07日,2022年07月08日,2027年07月31日,,,,,,十日町保健所,ぽぱい,025,025-765-3458,,,,中魚沼郡津南町大字下船渡丁２２９－１,新潟県中魚沼郡津南町下船渡丁２２９－１,,90508,新潟県,中魚沼郡津南町,下船渡丁,2022/06/14,2022/07/08,2022/07/08,,2027/07/31,,村山　政治,,,,,,,,,1-37,新規,飲食店営業,,,,158_新潟県_十日町保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ぽぱい,ぽぱい,,,1,,,,,
個人,新規,1258,ＥＡＴ・ＨＯＵＳＥ,コーヒー食事ふくはら,中魚沼郡津南町大字外丸丁１４４４－５,,025-765-2552,福原　徳代,,,,,,,① 飲食店営業,,,1-29,0,0,2022年07月08日,2022年06月14日,2022年07月07日,2022年07月08日,2027年07月31日,,,,,,十日町保健所,コーヒー食事ふくはら,025,025-765-2552,,,,中魚沼郡津南町大字外丸丁１４４４－５,新潟県中魚沼郡津南町外丸丁１４４４－５,,90514,新潟県,中魚沼郡津南町,外丸丁,2022/06/14,2022/07/08,2022/07/08,,2027/07/31,,福原　徳代,,,,,,,,,1-29,新規,飲食店営業,,ＥＡＴ・ＨＯＵＳＥ,,158_新潟県_十日町保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,コーヒー食事ふくはら,コヒ食事ふくはら,,,1,,,,,
個人,新規,10034,,大井平　そば工房,中魚沼郡津南町大字上郷大井平８２０４番地,,025-766-2080,江村　たか,,,,,,,㉔ 麺類製造業,,,1-43,0,0,2022年07月15日,2022年06月14日,2022年07月14日,2022年07月15日,2027年07月31日,,,,,,十日町保健所,大井平　そば工房,025,025-766-2080,,,,中魚沼郡津南町大字上郷大井平８２０４番地,新潟県中魚沼郡津南町上郷大井平８２０４番地,,90500,新潟県,中魚沼郡津南町,上郷大井平,2022/06/14,2022/07/15,2022/07/15,,2027/07/31,,江村　たか,,,,,,,,,1-43,新規,麺類製造業,,,,158_新潟県_十日町保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,大井平　そば工房,大井平そば工房,,,2,,,,,
個人,新規,10034,,大井平　そば工房,中魚沼郡津南町大字上郷大井平８２０４番地,,025-766-2080,江村　たか,,,,,,,① 飲食店営業,,,1-43,0,0,2022年07月15日,2022年06月14日,2022年07月14日,2022年07月15日,2027年07月31日,,,,,,十日町保健所,大井平　そば工房,025,025-766-2080,,,,中魚沼郡津南町大字上郷大井平８２０４番地,新潟県中魚沼郡津南町上郷大井平８２０４番地,,90500,新潟県,中魚沼郡津南町,上郷大井平,2022/06/14,2022/07/15,2022/07/15,,2027/07/31,,江村　たか,,,,,,,,,1-43,新規,飲食店営業,,,,158_新潟県_十日町保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,大井平　そば工房,大井平そば工房,,,2,,,,,
個人,新規,10380,,じょんのき,中魚沼郡津南町大字下船渡甲1677-1,,025-765-5432,鈴木　智,,,,,,,① 飲食店営業,,,1-32,0,0,2022年07月08日,2022年06月14日,2022年07月07日,2022年07月08日,2027年07月31日,,,,,,十日町保健所,じょんのき,025,025-765-5432,,,,中魚沼郡津南町大字下船渡甲1677-1,新潟県中魚沼郡津南町下船渡甲１６７７－１,,90505,新潟県,中魚沼郡津南町,下船渡甲,2022/06/14,2022/07/08,2022/07/08,,2027/07/31,,鈴木　智,,,,,,,,,1-32,新規,飲食店営業,,,,158_新潟県_十日町保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,じょんのき,じょんのき,,,1,,,,,
個人,新規,10944,,つくし工房,中魚沼郡津南町大字谷内３３６３,,025-765-1732,石橋　かずい,,,,,,,㉙ 漬物製造業,,,1-34,0,0,2022年07月15日,2022年06月14日,2022年07月14日,2022年07月15日,2027年07月31日,,,,,,十日町保健所,つくし工房,025,025-765-1732,,,,中魚沼郡津南町大字谷内３３６３,新潟県中魚沼郡津南町谷内３３６３,,90504,新潟県,中魚沼郡津南町,谷内,2022/06/14,2022/07/15,2022/07/15,,2027/07/31,,石橋　かずい,,,,,,,,,1-34,新規,漬物製造業,,,,158_新潟県_十日町保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,製造業,食料品製造業,,,,,,,,,つくし工房,つくし工房,,,1,,,,,
個人,新規,10950,,喰処　味郷（みさと）,中魚沼郡津南町大字下船渡丁7996-2,,025-765-4817,津端　ふさい,,,,,,,① 飲食店営業,,,1-39,0,0,2022年07月08日,2022年06月14日,2022年07月07日,2022年07月08日,2027年07月31日,,,,,,十日町保健所,喰処　味郷（みさと）,025,025-765-4817,,,,中魚沼郡津南町大字下船渡丁7996-2,新潟県中魚沼郡津南町下船渡丁７９９６－２,,90508,新潟県,中魚沼郡津南町,下船渡丁,2022/06/14,2022/07/08,2022/07/08,,2027/07/31,,津端　ふさい,,,,,,,,,1-39,新規,飲食店営業,,,,158_新潟県_十日町保健所_食品衛生(許可-届出)_2022年06月-2022年07月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,喰処　味郷（みさと）,喰処味郷みさと,,,1,,,,,
