11:57:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,,,,,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名のフリガナ,業種,業態,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者1,法人番号,申請-住所0,申請-住所1,申請-住所2,廃業年月日,申請区分,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自治体コード,行番号,都道府県名,市区町村名,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号（フリガナ）,営業の種類,業態,営業施設所在地,営業施設方書,緯度,経度,営業施設電話番号,法人名,法人番号,法人住所,申請-住所1,申請-住所2,廃業年月日,申請区分,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
43000,fBiz00000115450000000001,熊本県,熊本市中央区,旅館奥の湯,リョカンオクノユ,㉙ その他,旅館業,熊本県阿蘇郡南小国町満願寺6567,,33.077716,131.14796,967440021,有限会社黒川温泉農園,9330002023354 ,熊本県阿蘇郡南小国町大字満願寺６５６７番地,熊本県阿蘇郡南小国町大字満願寺６５６７番地,,,届出,,阿蘇保健所,旅館奥の湯,0967,ThuJan01197009:00:00GMT+0900-日本標準時-,,33.077716,131.14796,熊本県阿蘇郡南小国町満願寺6567,熊本県阿蘇郡南小国町満願寺６５６７,,209930,熊本県,阿蘇郡南小国町,満願寺,,,,,,有限会社黒川温泉農園,,,熊本県阿蘇郡南小国町大字満願寺６５６７番地　,熊本県阿蘇郡南小国町満願寺６５６７番地,,209930,熊本県,阿蘇郡南小国町,満願寺,,届出,その他の製造業, 旅館業,,9330002023354,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,製造業,その他の製造業,,,,,,,,,旅館奥の湯,旅館奥の湯,有限会社黒川温泉農園,,1,,,,,リョカンオクノユ
43000,fBiz00000115710000000001,熊本県,熊本市中央区,村尾鮮魚店,ムラオセンギョテン,⑬ その他の食料・飲料販売業,食品販売業,熊本県天草市楠浦町１０４３９,,32.431998,130.205404,969224403,村尾一雄,,熊本県天草市楠浦町,熊本県天草市楠浦町,,,届出,,天草保健所,村尾鮮魚店,0969,ThuJan01197009:00:00GMT+0900-日本標準時-,,32.431998,130.205404,熊本県天草市楠浦町１０４３９,熊本県天草市楠浦町１０４３９,,209629,熊本県,天草市,楠浦町,,,,,,,,,,,,,,,,,届出,食料品販売業, 食品販売業,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,村尾鮮魚店,村尾鮮魚店,,,1,,,,,ムラオセンギョテン
43000,fBiz00000115920000000101,熊本県,熊本市中央区,カルディコーヒーファーム　ゆめタウン光の森店,カルディコーヒーファーム　ユメタウンヒカリノモリテン,③ 乳類販売業,食品販売,熊本県菊池郡菊陽町光の森7-33-1　,ゆめタウン光の森　1Ｆ,32.860398,130.785523,096-232-2331,株式会社キャメル珈琲,6010901003292 ,東京都世田谷区代田2-31-8,東京都世田谷区代田２－３１－８,,,届出,,菊池保健所,カルディコーヒーファーム　ゆめタウン光の森店,096,096-232-2331,,32.860398,130.785523,熊本県菊池郡菊陽町光の森7-33-1　,熊本県菊池郡菊陽町光ノ森７－３３－１,ゆめタウン光の森　1Ｆ,209872,熊本県,菊池郡菊陽町,光の森７,,,,,,株式会社キャメル珈琲,,,東京都世田谷区代田２－３１－８　,東京都世田谷区代田２－３１－８,,74388,東京都,世田谷区,代田２,,届出,乳類販売業, 食品販売,,6010901003292,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,,,,,,,,,カルディコーヒーファーム　ゆめタウン光の森店,カルディコヒファムゆめタウン光の森店,株式会社キャメル珈琲,,2,,,,,カルディコーヒーファーム　ユメタウンヒカリノモリテン
43000,fBiz00000115920000000101,熊本県,熊本市中央区,カルディコーヒーファーム　ゆめタウン光の森店,カルディコーヒーファーム　ユメタウンヒカリノモリテン,⑬ その他の食料・飲料販売業,食品販売,熊本県菊池郡菊陽町光の森7-33-1　,ゆめタウン光の森　1Ｆ,32.860398,130.785523,096-232-2331,株式会社キャメル珈琲,6010901003292 ,東京都世田谷区代田2-31-8,東京都世田谷区代田２－３１－８,,,届出,,菊池保健所,カルディコーヒーファーム　ゆめタウン光の森店,096,096-232-2331,,32.860398,130.785523,熊本県菊池郡菊陽町光の森7-33-1　,熊本県菊池郡菊陽町光ノ森７－３３－１,ゆめタウン光の森　1Ｆ,209872,熊本県,菊池郡菊陽町,光の森７,,,,,,株式会社キャメル珈琲,,,東京都世田谷区代田２－３１－８　,東京都世田谷区代田２－３１－８,,74388,東京都,世田谷区,代田２,,届出,食料品販売業, 食品販売,,6010901003292,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,カルディコーヒーファーム　ゆめタウン光の森店,カルディコヒファムゆめタウン光の森店,株式会社キャメル珈琲,,2,,,,,カルディコーヒーファーム　ユメタウンヒカリノモリテン
43000,fBiz00000115920000000103,熊本県,熊本市中央区,カルディコーヒーファーム　ゆめタウン八代店,カルディコーヒーファーム　ユメタウンヤツシロテン,③ 乳類販売業,食品販売,熊本県八代市建馬町3-1　,ゆめタウン八代1Ｆ,32.505781,130.585641,0965-43-7020,株式会社キャメル珈琲,6010901003292 ,東京都世田谷区代田2-31-8,東京都世田谷区代田２－３１－８,,,届出,,八代保健所,カルディコーヒーファーム　ゆめタウン八代店,0965,0965-43-7020,,32.505781,130.585641,熊本県八代市建馬町3-1　,熊本県八代市建馬町３－１,ゆめタウン八代1Ｆ,208781,熊本県,八代市,建馬町,,,,,,株式会社キャメル珈琲,,,東京都世田谷区代田２－３１－８　,東京都世田谷区代田２－３１－８,,74388,東京都,世田谷区,代田２,,届出,乳類販売業, 食品販売,,6010901003292,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,,,,,,,,,カルディコーヒーファーム　ゆめタウン八代店,カルディコヒファムゆめタウン八代店,株式会社キャメル珈琲,,2,,,,,カルディコーヒーファーム　ユメタウンヤツシロテン
43000,fBiz00000115920000000103,熊本県,熊本市中央区,カルディコーヒーファーム　ゆめタウン八代店,カルディコーヒーファーム　ユメタウンヤツシロテン,⑬ その他の食料・飲料販売業,食品販売,熊本県八代市建馬町3-1　,ゆめタウン八代1Ｆ,32.505781,130.585641,0965-43-7020,株式会社キャメル珈琲,6010901003292 ,東京都世田谷区代田2-31-8,東京都世田谷区代田２－３１－８,,,届出,,八代保健所,カルディコーヒーファーム　ゆめタウン八代店,0965,0965-43-7020,,32.505781,130.585641,熊本県八代市建馬町3-1　,熊本県八代市建馬町３－１,ゆめタウン八代1Ｆ,208781,熊本県,八代市,建馬町,,,,,,株式会社キャメル珈琲,,,東京都世田谷区代田２－３１－８　,東京都世田谷区代田２－３１－８,,74388,東京都,世田谷区,代田２,,届出,食料品販売業, 食品販売,,6010901003292,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,カルディコーヒーファーム　ゆめタウン八代店,カルディコヒファムゆめタウン八代店,株式会社キャメル珈琲,,2,,,,,カルディコーヒーファーム　ユメタウンヤツシロテン
43000,fBiz00000116970000000001,熊本県,熊本市中央区,きくすいの里,キクスイノサト,㉔ その他の食料品製造・加工業,,熊本県玉名郡和水町前原276-1,,32.988817,130.608582,968865055,有限会社九州中央観光センター,8330002020906 ,熊本県玉名郡和水町前原２７６番地１,熊本県玉名郡和水町前原２７６番地１,,,届出,,有明保健所,きくすいの里,0968,ThuJan01197009:00:00GMT+0900-日本標準時-,,32.988817,130.608582,熊本県玉名郡和水町前原276-1,熊本県玉名郡和水町前原２７６－１,,209824,熊本県,玉名郡和水町,前原,,,,,,有限会社九州中央観光センター,,,熊本県玉名郡和水町前原２７６番地１　,熊本県玉名郡和水町前原２７６番地１,,209824,熊本県,玉名郡和水町,前原,,届出,その他の食料品製造・加工業,,,8330002020906,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,製造業,食料品製造業,その他の食料品製造業,,,,,,,,きくすいの里,きくすいの里,有限会社九州中央観光センター,,1,,,,,キクスイノサト
43000,fBiz00000118210000000001,熊本県,熊本市中央区,天草水産加工場,アマクサスイサンカコウジョウ,① 魚介類販売業（包装済みの魚介類のみの販売）,,熊本県上天草市大矢野町維和420-3,,32.557707,130.464781,964580527,,,,,,,届出,,天草保健所,天草水産加工場,0964,ThuJan01197009:00:00GMT+0900-日本標準時-,,32.557707,130.464781,熊本県上天草市大矢野町維和420-3,熊本県上天草市大矢野町維和４２０－３,,209453,熊本県,上天草市,大矢野町維和,,,,,,,,,,,,,,,,,届出,魚介類販売業,,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,,,,,,,,,天草水産加工場,天草水産加工場,,,1,,,,,アマクサスイサンカコウジョウ
43000,fBiz00000119030000000001,熊本県,熊本市中央区,内野海産株式会社,ウチノカイサンカブシキガイシャ,⑬ その他の食料・飲料販売業,店舗,熊本県玉名郡長洲町長洲1198,,32.933828,130.442779,968786511,,,,,,,届出,,有明保健所,内野海産株式会社,0968,ThuJan01197009:00:00GMT+0900-日本標準時-,,32.933828,130.442779,熊本県玉名郡長洲町長洲1198,熊本県玉名郡長洲町長洲１１９８,,209764,熊本県,玉名郡長洲町,長洲,,,,,,,,,,,,,,,,,届出,食料品販売業, 店舗,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,内野海産株式会社,内野海産株式会社,,,2,,,,,ウチノカイサンカブシキガイシャ
43000,fBiz00000119030000000002,熊本県,熊本市中央区,内野海産株式会社,ウチノカイサンカブシキガイシャ,⑬ その他の食料・飲料販売業,店舗,熊本県玉名郡長洲町清源寺外浜512,,32.92154,130.462016,968780518,,,,,,,届出,,有明保健所,内野海産株式会社,0968,ThuJan01197009:00:00GMT+0900-日本標準時-,,32.92154,130.462016,熊本県玉名郡長洲町清源寺外浜512,熊本県玉名郡長洲町清源寺外浜５１２,,209761,熊本県,玉名郡長洲町,清源寺,,,,,,,,,,,,,,,,,届出,食料品販売業, 店舗,,,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,内野海産株式会社,内野海産株式会社,,,2,,,,,ウチノカイサンカブシキガイシャ
43000,fBiz00000120370000000001,熊本県,熊本市中央区,たまご庵,タマゴアン,② 食肉販売業（包装済みの食肉のみの販売）,,熊本県菊池市森北１０７７番地,,32.947159,130.823508,0968-24-0007,株式会社　コッコファーム,8330001016913 ,熊本県菊池市森北1077,熊本県菊池市森北１０７７,,,届出,,菊池保健所,たまご庵,0968,0968-24-0007,,32.947159,130.823508,熊本県菊池市森北１０７７番地,熊本県菊池市森北１０７７番地,,209347,熊本県,菊池市,森北,,,,,,株式会社　コッコファーム,,,熊本県菊池市森北１０７７　,熊本県菊池市森北１０７７,,209347,熊本県,菊池市,森北,,届出,食肉販売業,,,8330001016913,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,たまご庵,たまご庵,株式会社コッコファーム,,6,,,,,タマゴアン
43000,fBiz00000120370000000001,熊本県,熊本市中央区,たまご庵,タマゴアン,③ 乳類販売業,,熊本県菊池市森北１０７７番地,,32.947159,130.823508,0968-24-0007,株式会社　コッコファーム,8330001016913 ,熊本県菊池市森北1077,熊本県菊池市森北１０７７,,,届出,,菊池保健所,たまご庵,0968,0968-24-0007,,32.947159,130.823508,熊本県菊池市森北１０７７番地,熊本県菊池市森北１０７７番地,,209347,熊本県,菊池市,森北,,,,,,株式会社　コッコファーム,,,熊本県菊池市森北１０７７　,熊本県菊池市森北１０７７,,209347,熊本県,菊池市,森北,,届出,乳類販売業,,,8330001016913,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,,,,,,,,,たまご庵,たまご庵,株式会社コッコファーム,,6,,,,,タマゴアン
43000,fBiz00000120370000000001,熊本県,熊本市中央区,たまご庵,タマゴアン,⑥ 弁当販売業,,熊本県菊池市森北１０７７番地,,32.947159,130.823508,0968-24-0007,株式会社　コッコファーム,8330001016913 ,熊本県菊池市森北1077,熊本県菊池市森北１０７７,,,届出,,菊池保健所,たまご庵,0968,0968-24-0007,,32.947159,130.823508,熊本県菊池市森北１０７７番地,熊本県菊池市森北１０７７番地,,209347,熊本県,菊池市,森北,,,,,,株式会社　コッコファーム,,,熊本県菊池市森北１０７７　,熊本県菊池市森北１０７７,,209347,熊本県,菊池市,森北,,届出,弁当販売業,,,8330001016913,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,たまご庵,たまご庵,株式会社コッコファーム,,6,,,,,タマゴアン
43000,fBiz00000120370000000001,熊本県,熊本市中央区,たまご庵,タマゴアン,⑦ 野菜果物販売業,,熊本県菊池市森北１０７７番地,,32.947159,130.823508,0968-24-0007,株式会社　コッコファーム,8330001016913 ,熊本県菊池市森北1077,熊本県菊池市森北１０７７,,,届出,,菊池保健所,たまご庵,0968,0968-24-0007,,32.947159,130.823508,熊本県菊池市森北１０７７番地,熊本県菊池市森北１０７７番地,,209347,熊本県,菊池市,森北,,,,,,株式会社　コッコファーム,,,熊本県菊池市森北１０７７　,熊本県菊池市森北１０７７,,209347,熊本県,菊池市,森北,,届出,野菜果物販売業,,,8330001016913,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,野菜・果実小売業,,,,,,,,たまご庵,たまご庵,株式会社コッコファーム,,6,,,,,タマゴアン
43000,fBiz00000120370000000001,熊本県,熊本市中央区,たまご庵,タマゴアン,⑧ 米穀類販売業,,熊本県菊池市森北１０７７番地,,32.947159,130.823508,0968-24-0007,株式会社　コッコファーム,8330001016913 ,熊本県菊池市森北1077,熊本県菊池市森北１０７７,,,届出,,菊池保健所,たまご庵,0968,0968-24-0007,,32.947159,130.823508,熊本県菊池市森北１０７７番地,熊本県菊池市森北１０７７番地,,209347,熊本県,菊池市,森北,,,,,,株式会社　コッコファーム,,,熊本県菊池市森北１０７７　,熊本県菊池市森北１０７７,,209347,熊本県,菊池市,森北,,届出,米穀類販売業,,,8330001016913,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,米穀類小売業,,,,,,,たまご庵,たまご庵,株式会社コッコファーム,,6,,,,,タマゴアン
43000,fBiz00000120370000000001,熊本県,熊本市中央区,たまご庵,タマゴアン,⑬ その他の食料・飲料販売業,,熊本県菊池市森北１０７７番地,,32.947159,130.823508,0968-24-0007,株式会社　コッコファーム,8330001016913 ,熊本県菊池市森北1077,熊本県菊池市森北１０７７,,,届出,,菊池保健所,たまご庵,0968,0968-24-0007,,32.947159,130.823508,熊本県菊池市森北１０７７番地,熊本県菊池市森北１０７７番地,,209347,熊本県,菊池市,森北,,,,,,株式会社　コッコファーム,,,熊本県菊池市森北１０７７　,熊本県菊池市森北１０７７,,209347,熊本県,菊池市,森北,,届出,食料品販売業,,,8330001016913,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,たまご庵,たまご庵,株式会社コッコファーム,,6,,,,,タマゴアン
43000,fBiz00000120370000000007,熊本県,熊本市中央区,Ｃｏｃｃｏ‐ｆａｒｍ　Ｆａｃｔｏｒｙ　Ｃ＋,コッコファーム　ファクトリー　シープラス,③ 乳類販売業,,熊本県菊池市森北１０７７,,32.947159,130.823508,968240007,株式会社　コッコファーム,8330001016913 ,熊本県菊池市森北1077,熊本県菊池市森北１０７７,,,届出,,菊池保健所,Ｃｏｃｃｏ‐ｆａｒｍ　Ｆａｃｔｏｒｙ　Ｃ＋,0968,ThuJan01197009:00:00GMT+0900-日本標準時-,,32.947159,130.823508,熊本県菊池市森北１０７７,熊本県菊池市森北１０７７,,209347,熊本県,菊池市,森北,,,,,,株式会社　コッコファーム,,,熊本県菊池市森北１０７７　,熊本県菊池市森北１０７７,,209347,熊本県,菊池市,森北,,届出,乳類販売業,,,8330001016913,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,,,,,,,,,Ｃｏｃｃｏ－ｆａｒｍ　Ｆａｃｔｏｒｙ　Ｃ＋,ＣｏｃｃｏｆａｒｍＦａｃｔｏｒｙＣ,株式会社コッコファーム,,2,,,,,コッコファーム　ファクトリー　シープラス
43000,fBiz00000120370000000007,熊本県,熊本市中央区,Ｃｏｃｃｏ‐ｆａｒｍ　Ｆａｃｔｏｒｙ　Ｃ＋,コッコファーム　ファクトリー　シープラス,⑬ その他の食料・飲料販売業,,熊本県菊池市森北１０７７,,32.947159,130.823508,968240007,株式会社　コッコファーム,8330001016913 ,熊本県菊池市森北1077,熊本県菊池市森北１０７７,,,届出,,菊池保健所,Ｃｏｃｃｏ‐ｆａｒｍ　Ｆａｃｔｏｒｙ　Ｃ＋,0968,ThuJan01197009:00:00GMT+0900-日本標準時-,,32.947159,130.823508,熊本県菊池市森北１０７７,熊本県菊池市森北１０７７,,209347,熊本県,菊池市,森北,,,,,,株式会社　コッコファーム,,,熊本県菊池市森北１０７７　,熊本県菊池市森北１０７７,,209347,熊本県,菊池市,森北,,届出,食料品販売業,,,8330001016913,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,Ｃｏｃｃｏ－ｆａｒｍ　Ｆａｃｔｏｒｙ　Ｃ＋,ＣｏｃｃｏｆａｒｍＦａｃｔｏｒｙＣ,株式会社コッコファーム,,2,,,,,コッコファーム　ファクトリー　シープラス
43000,fBiz00000121270000000001,熊本県,熊本市中央区,有限会社らくだ山,ユウゲンガイシャラクダヤマ,㉙ その他,食品販売業,熊本県阿蘇郡高森町高森2693-4,,32.836858,131.137081,967620084,有限会社らくだ山,8330002023272 ,熊本県阿蘇郡高森町大字高森２０２１番地４,熊本県阿蘇郡高森町大字高森２０２１番地４,,,届出,,阿蘇保健所,有限会社らくだ山,0967,ThuJan01197009:00:00GMT+0900-日本標準時-,,32.836858,131.137081,熊本県阿蘇郡高森町高森2693-4,熊本県阿蘇郡高森町高森２６９３－４,,209915,熊本県,阿蘇郡高森町,高森,,,,,,有限会社らくだ山,,,熊本県阿蘇郡高森町大字高森２０２１番地４　,熊本県阿蘇郡高森町高森２０２１番地４,,209915,熊本県,阿蘇郡高森町,高森,,届出,その他の製造業, 食品販売業,,8330002023272,424-433_熊本県_熊本県一括_食品衛生(許可)_2022年07月_末日_新規,製造業,その他の製造業,,,,,,,,,有限会社らくだ山,有限会社らくだ山,有限会社らくだ山,,1,,,,,ユウゲンガイシャラクダヤマ
