11:57:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名のフリガナ,業種,業態,施設-住所1,施設-マンション名,緯度,経度,施設-電話番号1,申請者1,法人番号,申請-住所0,申請-住所1,申請-住所2,,,,,,,申請区分,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自治体コード,行番号,都道府県名,市区町村名,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号（フリガナ）,営業の種類,業態,営業施設所在地,営業施設方書,緯度,経度,営業施設電話番号,法人名,法人番号,法人住所,申請-住所1,申請-住所2,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
42202,fBiz00000135490000000273,長崎県,佐世保市,ファミリーマート　大和町店,ファミリーマート　ヤマトチョウテン,⑩ コンビニエンスストア,コンビニエンスストア,長崎県佐世保市大和町９５－２,,1900/2/1,1900/5/8,0956-46-5252,株式会社ファミリーマート,2013301010706,東京都港区芝浦三丁目１番２１号 ,東京都港区芝浦３丁目１番２１号, ,,,,,,,届出,,,,佐世保市保健所,ファミリーマート　大和町店,0956,0956-46-5252,,1900/02/01,1900/05/08,長崎県佐世保市大和町９５－２,長崎県佐世保市大和町９５－２,,206392,長崎県,佐世保市,大和町,,,,,,株式会社ファミリーマート,,,東京都港区芝浦３丁目１番２１号　 ,東京都港区芝浦３丁目１番２１号,,73084,東京都,港区,芝浦３,,届出,コンビニエンスストア, コンビニエンスストア,,1970/01/01,414_長崎県_佐世保市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,ファミリーマート　大和町店,ファミリマト大和町店,株式会社ファミリーマート,ファミリーマート,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,ファミリーマート　ヤマトチョウテン
42202,fBiz00000138470000000179,長崎県,佐世保市,ダイレックス早岐店,ダイレックスハイキテン,⑪ 百貨店、総合スーパー,ﾃﾞｨｽｶｳﾝﾄｽﾄｱ,長崎県佐世保市広田3丁目38-6,,1900/2/1,1900/5/8,0956-26-5670,ダイレックス株式会社,6300001004245,佐賀県佐賀市高木瀬町大字長瀬９３０番地,佐賀県佐賀市高木瀬町大字長瀬９３０番地,,,,,,,,届出,,,,佐世保市保健所,ダイレックス早岐店,0956,0956-26-5670,,1900/02/01,1900/05/08,長崎県佐世保市広田3丁目38-6,長崎県佐世保市広田３丁目３８－６,,206360,長崎県,佐世保市,広田３,,,,,,ダイレックス株式会社,,,佐賀県佐賀市高木瀬町大字長瀬９３０番地　,佐賀県佐賀市高木瀬町長瀬９３０番地,,204731,佐賀県,佐賀市,高木瀬町長瀬,,届出,百貨店、総合スーパー, ﾃﾞｨｽｶｳﾝﾄｽﾄｱ,,1970/01/01,414_長崎県_佐世保市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,ダイレックス早岐店,ダイレックス早岐店,ダイレックス株式会社,,1,,,,,ダイレックスハイキテン
42202,fBiz00000138470000000189,長崎県,佐世保市,ダイレックス佐世保店,ダイレックスサセボテン,⑪ 百貨店、総合スーパー,ﾃﾞｨｽｶｳﾝﾄｽﾄｱ,長崎県佐世保市卸本町337,,1900/2/1,1900/5/8,0956-26-1739,ダイレックス株式会社,6300001004245,佐賀県佐賀市高木瀬町大字長瀬９３０番地,佐賀県佐賀市高木瀬町大字長瀬９３０番地,,,,,,,,届出,,,,佐世保市保健所,ダイレックス佐世保店,0956,0956-26-1739,,1900/02/01,1900/05/08,長崎県佐世保市卸本町337,長崎県佐世保市卸本町３３７,,206227,長崎県,佐世保市,卸本町,,,,,,ダイレックス株式会社,,,佐賀県佐賀市高木瀬町大字長瀬９３０番地　,佐賀県佐賀市高木瀬町長瀬９３０番地,,204731,佐賀県,佐賀市,高木瀬町長瀬,,届出,百貨店、総合スーパー, ﾃﾞｨｽｶｳﾝﾄｽﾄｱ,,1970/01/01,414_長崎県_佐世保市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,ダイレックス佐世保店,ダイレックス佐世保店,ダイレックス株式会社,,1,,,,,ダイレックスサセボテン
42202,fBiz00000146310000000895,長崎県,佐世保市,スターバックスコーヒー佐世保四ヶ町店,スターバックスコーヒーサセボヨンカチョウテン,⑬ その他の食料・飲料販売業,喫茶店,長崎県佐世保市島瀬町7-14,,1900/2/1,1900/5/8,0956-42-4070,スターバックスコーヒージャパン株式会社,7011001031943,東京都品川区上大崎2-25-2,東京都品川区上大崎２－２５－２,,,,,,,,届出,,,,佐世保市保健所,スターバックスコーヒー佐世保四ヶ町店,0956,0956-42-4070,,1900/02/01,1900/05/08,長崎県佐世保市島瀬町7-14,長崎県佐世保市島瀬町７－１４,,206274,長崎県,佐世保市,島瀬町,,,,,,スターバックスコーヒージャパン株式会社,,,東京都品川区上大崎２－２５－２　,東京都品川区上大崎２－２５－２,,73782,東京都,品川区,上大崎２,,届出,食料品販売業, 喫茶店,,1970/01/01,414_長崎県_佐世保市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,スターバックスコーヒー佐世保四ヶ町店,スタバックスコヒ佐世保四ヶ町店,スターバックスコーヒージャパン株式会社,Starbucks Coffee,1,宿泊業，飲食サービス業,飲食店,喫茶店,喫茶店,スターバックスコーヒーサセボヨンカチョウテン
42202,fBiz00000146310000000911,長崎県,佐世保市,スターバックスコーヒー,スターバックスコーヒー,⑬ その他の食料・飲料販売業,喫茶店,長崎県佐世保市新港町4-10,させぼ五番街,1900/2/1,1900/5/8,0956-37-1171,スターバックスコーヒージャパン株式会社,7011001031943,東京都品川区上大崎2-25-2,東京都品川区上大崎２－２５－２,,,,,,,,届出,,,,佐世保市保健所,スターバックスコーヒー,0956,0956-37-1171,,1900/02/01,1900/05/08,長崎県佐世保市新港町4-10,長崎県佐世保市新港町４－１０,させぼ五番街,206421,長崎県,佐世保市,新港町,,,,,,スターバックスコーヒージャパン株式会社,,,東京都品川区上大崎２－２５－２　,東京都品川区上大崎２－２５－２,,73782,東京都,品川区,上大崎２,,届出,食料品販売業, 喫茶店,,1970/01/01,414_長崎県_佐世保市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,スターバックスコーヒー,スタバックスコヒ,スターバックスコーヒージャパン株式会社,Starbucks Coffee,1,宿泊業，飲食サービス業,飲食店,喫茶店,喫茶店,スターバックスコーヒー
42202,fBiz00000150610000000015,長崎県,佐世保市,杉養蜂園　みつばち牧場ハウステンボス店,スギヨウホウエン　ミツバチボクジョウハウステンボステン,⑬ その他の食料・飲料販売業,小売業,長崎県佐世保市ハウステンボス町8-4　Ｄ-10,,1900/2/1,1900/5/8,0956-59-5238,株式会社杉養蜂園,5330001002478,熊本県熊本市北区貢町571番地15,熊本県熊本市北区貢町５７１番地１５,,,,,,,,届出,,,,佐世保市保健所,杉養蜂園　みつばち牧場ハウステンボス店,0956,0956-59-5238,,1900/02/01,1900/05/08,長崎県佐世保市ハウステンボス町8-4　Ｄ-10,長崎県佐世保市ハウステンボス町８－４Ｄ－１０,,206418,長崎県,佐世保市,ハウステンボス町,,,,,,株式会社杉養蜂園,,,熊本県熊本市北区貢町５７１番地１５　,熊本県熊本市北区貢町５７１番地１５,,208686,熊本県,熊本市北区,貢町,,届出,食料品販売業, 小売業,,1970/01/01,414_長崎県_佐世保市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,杉養蜂園　みつばち牧場ハウステンボス店,杉養蜂園みつばち牧場ハウステンボス店,株式会社杉養蜂園,,1,,,,,スギヨウホウエン　ミツバチボクジョウハウステンボステン
42202,fBiz00000170010000000028,長崎県,佐世保市,マルキョウ日野店,マルキョウヒノテン,⑪ 百貨店、総合スーパー,,長崎県佐世保市日野町856-1,,1900/2/1,1900/5/8,956286338,株式会社マルキョウ,6290001041190,福岡県大野城市山田５丁目３番１号,福岡県大野城市山田５丁目３番１号,,,,,,,,届出,,,,佐世保市保健所,マルキョウ日野店,0956,,,1900/02/01,1900/05/08,長崎県佐世保市日野町856-1,長崎県佐世保市日野町８５６－１,,206353,長崎県,佐世保市,日野町,,,,,,株式会社マルキョウ,,,福岡県大野城市山田５丁目３番１号　,福岡県大野城市山田５丁目３番１号,,202650,福岡県,大野城市,山田５,,届出,百貨店、総合スーパー,,,1970/01/01,414_長崎県_佐世保市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,マルキョウ日野店,マルキョウ日野店,株式会社マルキョウ,,1,,,,,マルキョウヒノテン
