https://docs.google.com/spreadsheets/d/1Qy3el1DFIpxtm3-VIAdZlBmEHual1CU39oB_urGxiyI/edit#gid=508940504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,n処理終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d08_import_license_datas,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,申請区分,,,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,申請者1,申請者2,申請者3,申請-住所0,申請-住所1,申請-マンション名,申請-電話番号1,,,業種,その他,,確認番号,,,開業年月日,申請年月日,,許可年月日,許可期間終了日,,,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
法人個人,申請区分,施設番号,営業所種類,名称（屋号）,営業所所在地,,,営業所電話番号,申請者氏名,申請者法人名,申請者代表者名,申請者住所（法人）,,,申請者電話番号（法人）,申請者住所（個人）,申請者電話番号（個人）,業種名,許可条件,シール番号,許可番号,移動販売,自販機,初回許可年月日,申請年月日,判定年月日,許可年月日,満了年月日,廃業年月日,休業開始年月日,休業終了年月日,H30法改正,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人
法人,継続,11,株式会社,リケン社員食堂,柏崎市北斗町１番３７号,柏崎市北斗町１番３７号,,0257-23-3113,,国内フードサービス株式会社,代表取締役　志太　勤一,東京都調布市調布ヶ丘３－６－３,東京都調布市調布ヶ丘３－６－３,,045-261-8246,,,飲食店営業（一般食堂）,,,2 - 133,0,0,1987年08月11日,2019年10月17日,2019年10月28日,2019年10月29日,2024年10月31日,,,,,,159,リケン社員食堂,0257,0257-23-3113,,,,柏崎市北斗町１番３７号,新潟県柏崎市北斗町１番３７号,,86417,15,15205,北斗町,2019/10/17,1987/08/11,2019/10/29,,2024/10/31,国内フードサービス株式会社, 代表取締役　志太　勤一,045-261-8246,東京都調布市調布ヶ丘３－６－３,東京都調布市調布が丘３－６－３,,76805,東京都,調布市,調布が丘３,2 - 133,継続,飲食店営業,（一般食堂）,,,159_新潟県_柏崎保健所_食品衛生()_2022年01月まで全件_末日,M,76,,,リケン社員食堂0257-23-31138641715205,caafa214-ec62-4706-8766-86f5f0c146bc,国内フードサービス株式会社76805,1d570049-fb16-4420-81a6-36081bff39c5,1cd80555-e6ab-4a42-8977-38aa3c46568a,2019/10/29,リケン社員食堂,リケン社員食堂,国内フードサービス株式会社
法人,継続,37,,であいの宿　萬歳楽,柏崎市高柳町高尾１０番地１,柏崎市高柳町高尾１０番地１,,0257-41-2222,,株式会社　じょんのび村協会,代表取締役　永井　基栄,柏崎市高柳町高尾１０番地１,柏崎市高柳町高尾１０番地１,,0257-41-2222,,,飲食店営業（旅館）,,,2 - 17,0,0,1994年07月01日,2020年06月05日,2020年06月17日,2020年06月18日,2025年07月31日,,,,,,159,であいの宿　萬歳楽,0257,0257-41-2222,,,,柏崎市高柳町高尾１０番地１,新潟県柏崎市高柳町高尾１０番地１,,86492,15,15205,高柳町高尾,2020/06/05,1994/07/01,2020/06/18,,2025/07/31,株式会社　じょんのび村協会, 代表取締役　永井　基栄,0257-41-2222,柏崎市高柳町高尾１０番地１,新潟県柏崎市高柳町高尾１０番地１,,86492,新潟県,柏崎市,高柳町高尾,2 - 17,継続,飲食店営業,旅館,,,159_新潟県_柏崎保健所_食品衛生()_2022年01月まで全件_末日,M,76,,,であいの宿萬歳楽0257-41-22228649215205,432aa682-d362-4800-92d1-59096ee7c9cf,株式会社じょんのび村協会86492,1317cc5a-7ce9-4e54-8017-54b53c54c10c,e1d4213a-bc42-4a2e-b565-eee4971bdbbb,2020/06/18,であいの宿　萬歳楽,であいの宿萬歳楽,株式会社じょんのび村協会
法人,継続,80,有限会社,森本食品,刈羽郡刈羽村大字下高町１１３２番地５,刈羽郡刈羽村大字下高町１１３２番地５,,0257-45-2043,,有限会社　森本食品,代表取締役　森本　順一,刈羽郡刈羽村大字下高町１１３２番地５,刈羽郡刈羽村大字下高町１１３２番地５,,0257-45-2043,,,飲食店営業（食品調理）,,,2 - 6,0,0,1992年05月27日,2020年06月05日,2020年06月10日,2020年06月11日,2025年06月30日,,,,,,159,森本食品,0257,0257-45-2043,,,,刈羽郡刈羽村大字下高町１１３２番地５,新潟県刈羽郡刈羽村下高町１１３２番地５,,90561,15,15504,下高町,2020/06/05,1992/05/27,2020/06/11,,2025/06/30,有限会社　森本食品, 代表取締役　森本　順一,0257-45-2043,刈羽郡刈羽村大字下高町１１３２番地５,新潟県刈羽郡刈羽村下高町１１３２番地５,,90561,新潟県,刈羽郡刈羽村,下高町,2 - 6,継続,飲食店営業,（食品調理）,,,159_新潟県_柏崎保健所_食品衛生()_2022年01月まで全件_末日,M,76,,,森本食品0257-45-20439056115504,8ca1245c-b5d8-4441-8c19-644548f6b265,有限会社森本食品90561,3d4c3058-7930-4d32-a755-7d6d25b7a057,2e5c359e-ee3b-4ed2-81ac-ebc4ecf12d69,2020/06/11,森本食品,森本食品,有限会社森本食品
法人,継続,80,有限会社,森本食品,刈羽郡刈羽村大字下高町１１３２番地５,刈羽郡刈羽村大字下高町１１３２番地５,,0257-45-2043,,有限会社　森本食品,代表取締役　森本　順一,刈羽郡刈羽村大字下高町１１３２番地５,刈羽郡刈羽村大字下高町１１３２番地５,,0257-45-2043,,,食肉処理業,,,2 - 6,0,0,1992年05月27日,2020年06月05日,2020年06月10日,2020年06月11日,2025年06月30日,,,,,,159,森本食品,0257,0257-45-2043,,,,刈羽郡刈羽村大字下高町１１３２番地５,新潟県刈羽郡刈羽村下高町１１３２番地５,,90561,15,15504,下高町,2020/06/05,1992/05/27,2020/06/11,,2025/06/30,有限会社　森本食品, 代表取締役　森本　順一,0257-45-2043,刈羽郡刈羽村大字下高町１１３２番地５,新潟県刈羽郡刈羽村下高町１１３２番地５,,90561,新潟県,刈羽郡刈羽村,下高町,2 - 6,継続,食肉販売業,,,,159_新潟県_柏崎保健所_食品衛生()_2022年01月まで全件_末日,I,58,583,,森本食品0257-45-20439056115504,8ca1245c-b5d8-4441-8c19-644548f6b265,有限会社森本食品90561,3d4c3058-7930-4d32-a755-7d6d25b7a057,49c05fcc-60e0-41e8-8079-5e7618abc04e,2020/06/11,森本食品,森本食品,有限会社森本食品
法人,継続,80,有限会社,森本食品,刈羽郡刈羽村大字下高町１１３２番地５,刈羽郡刈羽村大字下高町１１３２番地５,,0257-45-2043,,有限会社　森本食品,代表取締役　森本　順一,刈羽郡刈羽村大字下高町１１３２番地５,刈羽郡刈羽村大字下高町１１３２番地５,,0257-45-2043,,,豆腐製造業,,,2 - 6,0,0,1992年05月27日,2020年06月05日,2020年06月10日,2020年06月11日,2025年06月30日,,,,,,159,森本食品,0257,0257-45-2043,,,,刈羽郡刈羽村大字下高町１１３２番地５,新潟県刈羽郡刈羽村下高町１１３２番地５,,90561,15,15504,下高町,2020/06/05,1992/05/27,2020/06/11,,2025/06/30,有限会社　森本食品, 代表取締役　森本　順一,0257-45-2043,刈羽郡刈羽村大字下高町１１３２番地５,新潟県刈羽郡刈羽村下高町１１３２番地５,,90561,新潟県,刈羽郡刈羽村,下高町,2 - 6,継続,豆腐製造業,,,,159_新潟県_柏崎保健所_食品衛生()_2022年01月まで全件_末日,E,9,,,森本食品0257-45-20439056115504,8ca1245c-b5d8-4441-8c19-644548f6b265,有限会社森本食品90561,3d4c3058-7930-4d32-a755-7d6d25b7a057,a194fab8-76ec-42c6-9d77-66c6eb676aeb,2020/06/11,森本食品,森本食品,有限会社森本食品
個人,継続,81,,東屋商店,刈羽郡刈羽村大字下高町１１５２－２,刈羽郡刈羽村大字下高町１１５２－２,,0257-45-2036,元井　浩保,,,,,,,,,豆腐製造業,,,2 - 7,0,0,1995年07月05日,2020年06月05日,2020年06月10日,2020年06月11日,2025年06月30日,,,,,,159,東屋商店,0257,0257-45-2036,,,,刈羽郡刈羽村大字下高町１１５２－２,新潟県刈羽郡刈羽村下高町１１５２－２,,90561,15,15504,下高町,2020/06/05,1995/07/05,2020/06/11,,2025/06/30,,元井　浩保  ,,,,,,,,,2 - 7,継続,豆腐製造業,,,,159_新潟県_柏崎保健所_食品衛生()_2022年01月まで全件_末日,E,9,,,東屋商店0257-45-20369056115504,58fdbf7e-e89d-470c-a9d0-67ba10a172be,,personal,b4a7a544-b073-429a-95a1-14dbbe57c437,2020/06/11,東屋商店,東屋商店,
個人,継続,10856,,ひまわり工房,刈羽村大字下高町１１１９－１,刈羽村大字下高町１１１９－１,,0257-45-2365,小林　典子,,,,,,,,,つけ物製造業,,,4 - 2,0,0,2004年03月18日,2019年05月28日,2019年06月19日,2019年06月20日,2024年06月30日,,,,,,159,ひまわり工房,0257,0257-45-2365,,,,刈羽村大字下高町１１１９－１,新潟県刈羽郡刈羽村下高町１１１９－１,,90561,15,15504,下高町,2019/05/28,2004/03/18,2019/06/20,,2024/06/30,,小林　典子  ,,,,,,,,,4 - 2,継続,漬物製造業,,,,159_新潟県_柏崎保健所_食品衛生()_2022年01月まで全件_末日,E,9,,,ひまわり工房0257-45-23659056115504,6a70f2b9-eb0c-4346-bb70-7dcb50c40019,,personal,2774787b-8d75-47ec-9e18-579534601061,2019/06/20,ひまわり工房,ひまわり工房,
法人,継続,84,,セブンイレブン中越刈羽店,刈羽郡刈羽村大字下高町４８８－１,刈羽郡刈羽村大字下高町４８８－１,,0257-45-3855,,有限会社　柏羽シーブイエス,代表取締役　飯塚　隆一,刈羽郡刈羽村大字下高町４８８－１,刈羽郡刈羽村大字下高町４８８－１,,0257-45-3855,,,魚介類販売業,調理行為をしないこと,,2 - 24,0,0,1995年09月21日,2020年06月17日,2020年06月24日,2020年06月25日,2025年06月30日,,,,,,159,セブンイレブン中越刈羽店,0257,0257-45-3855,,,,刈羽郡刈羽村大字下高町４８８－１,新潟県刈羽郡刈羽村下高町４８８－１,,90561,15,15504,下高町,2020/06/17,1995/09/21,2020/06/25,,2025/06/30,有限会社　柏羽シーブイエス, 代表取締役　飯塚　隆一,0257-45-3855,刈羽郡刈羽村大字下高町４８８－１,新潟県刈羽郡刈羽村下高町４８８－１,,90561,新潟県,刈羽郡刈羽村,下高町,2 - 24,継続,魚介類販売業,,調理行為をしないこと,,159_新潟県_柏崎保健所_食品衛生()_2022年01月まで全件_末日,I,58,,,セブンイレブン中越刈羽店0257-45-38559056115504,9dd5029b-8690-41cd-9464-da797a905b0f,有限会社柏羽シーブイエス90561,2e8e4ec0-c55b-461c-934c-ba882a21f3b3,e2de444a-27b7-47bc-9bb5-bced52211f3c,2020/06/25,セブンイレブン中越刈羽店,セブンイレブン中越刈羽店,有限会社柏羽シーブイエス
法人,継続,84,,セブンイレブン中越刈羽店,刈羽郡刈羽村大字下高町４８８－１,刈羽郡刈羽村大字下高町４８８－１,,0257-45-3855,,有限会社　柏羽シーブイエス,代表取締役　飯塚　隆一,刈羽郡刈羽村大字下高町４８８－１,刈羽郡刈羽村大字下高町４８８－１,,0257-45-3855,,,飲食店営業（食品調理）,簡易な調理に限る,,2 - 24,0,0,1995年09月21日,2020年06月17日,2020年06月24日,2020年06月25日,2025年06月30日,,,,,,159,セブンイレブン中越刈羽店,0257,0257-45-3855,,,,刈羽郡刈羽村大字下高町４８８－１,新潟県刈羽郡刈羽村下高町４８８－１,,90561,15,15504,下高町,2020/06/17,1995/09/21,2020/06/25,,2025/06/30,有限会社　柏羽シーブイエス, 代表取締役　飯塚　隆一,0257-45-3855,刈羽郡刈羽村大字下高町４８８－１,新潟県刈羽郡刈羽村下高町４８８－１,,90561,新潟県,刈羽郡刈羽村,下高町,2 - 24,継続,飲食店営業,（食品調理）,簡易な調理に限る,,159_新潟県_柏崎保健所_食品衛生()_2022年01月まで全件_末日,M,76,,,セブンイレブン中越刈羽店0257-45-38559056115504,9dd5029b-8690-41cd-9464-da797a905b0f,有限会社柏羽シーブイエス90561,2e8e4ec0-c55b-461c-934c-ba882a21f3b3,e3ebd488-b5af-443c-8c17-06b5c2421a6a,2020/06/25,セブンイレブン中越刈羽店,セブンイレブン中越刈羽店,有限会社柏羽シーブイエス
