,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
業種,申請者1,施設名,施設-住所0,施設-住所1,施設-マンション名,施設-電話番号1,,,業態,開業年月日,申請区分,許可期間開始日,許可期間終了日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
業種名称,営業者氏名漢字,屋号漢字,所在地,,,電話番号1,仮設区分,業態CD,,当初許可日,許可番号,許可日,終期,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
飲食店営業,丸山　日吉,Ｇｉｒｌ’ｓ Ｂａｒ Ｍａｒｉｎ,伊勢崎市本町1-10,伊勢崎市本町１－１０,,0270-27-6333,0,20,ｶﾌｪ･ﾊﾞｰ･ｷｬﾊﾞﾚｰ,R04/07/06,174,R04/07/06,R11/03/31,,伊勢崎保健所,Ｇｉｒｌ’ｓ Ｂａｒ Ｍａｒｉｎ,0270,0270-27-6333,,,,伊勢崎市本町１－１０,群馬県伊勢崎市本町１－１０,,60469,群馬県,伊勢崎市,本町,,2022/07/06,,2022/07/06,2029/03/31,,丸山　日吉,,,,,,,,,,174,飲食店営業, ｶﾌｪ･ﾊﾞｰ･ｷｬﾊﾞﾚｰ,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,Ｇｉｒｌ＇ｓ　Ｂａｒ　Ｍａｒｉｎ,ＧｉｒｌｓＢａｒＭａｒｉｎ,,,1,,,,,
冷凍食品製造業,株式会社 BE AMBITIOUS,麺や　藏人,伊勢崎市太田町147-3-B,伊勢崎市太田町１４７,３－B,0270-75-3638,0,,,R04/07/20,188,R04/07/20,R11/03/31,,伊勢崎保健所,麺や　藏人,0270,0270-75-3638,,,,伊勢崎市太田町１４７,群馬県伊勢崎市太田町１４７,３－B,60424,群馬県,伊勢崎市,太田町,,2022/07/20,,2022/07/20,2029/03/31,株式会社 BE AMBITIOUS,,,,,,,,,,,188,冷凍食品製造業,,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,製造業,食料品製造業,,,,,,,,,麺や　藏人,麺や藏人,株式会社ＢＥ　ＡＭＢＩＴＩＯＵＳ,,1,,,,,
飲食店営業,株式会社ＴＨＩＥＮ ＴＵＯＮＧ,ＮＡＭ ＳＡＩ ＧＯＮ,伊勢崎市馬見塚町906-1,伊勢崎市馬見塚町９０６－１,,,0,1,レストラン,R04/07/27,192,R04/07/27,R10/09/30,,伊勢崎保健所,ＮＡＭ ＳＡＩ ＧＯＮ,0270,,,,,伊勢崎市馬見塚町９０６－１,群馬県伊勢崎市馬見塚町９０６－１,,60470,群馬県,伊勢崎市,馬見塚町,,2022/07/27,,2022/07/27,2028/09/30,株式会社ＴＨＩＥＮ ＴＵＯＮＧ,,,,,,,,,,,192,飲食店営業, レストラン,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＮＡＭ　ＳＡＩ　ＧＯＮ,ＮＡＭＳＡＩＧＯＮ,株式会社ＴＨＩＥＮ　ＴＵＯＮＧ,,1,,,,,
飲食店営業,長澤　誠,セブン-イレブン伊勢崎伊与久北店,伊勢崎市境伊与久3280,伊勢崎市境伊与久３２８０,,0270-76-4757,0,24,ｺﾝﾋﾞﾆｴﾝｽｽﾄｱ,R04/08/03,194,R04/08/03,R11/06/30,,伊勢崎保健所,セブン-イレブン伊勢崎伊与久北店,0270,0270-76-4757,,,,伊勢崎市境伊与久３２８０,群馬県伊勢崎市境伊与久３２８０,,60510,群馬県,伊勢崎市,境伊与久,,2022/08/03,,2022/08/03,2029/06/30,,長澤　誠,,,,,,,,,,194,飲食店営業, ｺﾝﾋﾞﾆｴﾝｽｽﾄｱ,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,セブンイレブン伊勢崎伊与久北店,セブンイレブン伊勢崎伊与久北店,,セブンイレブン,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
飲食店営業,合同会社スリード,ローソン伊勢崎東上之宮店,伊勢崎市東上之宮町727-4,伊勢崎市東上之宮町７２７－４,,0270-24-7155,0,24,ｺﾝﾋﾞﾆｴﾝｽｽﾄｱ,R04/08/03,195,R04/08/03,R10/09/30,,伊勢崎保健所,ローソン伊勢崎東上之宮店,0270,0270-24-7155,,,,伊勢崎市東上之宮町７２７－４,群馬県伊勢崎市東上ノ宮町７２７－４,,60462,群馬県,伊勢崎市,東上ノ宮町,,2022/08/03,,2022/08/03,2028/09/30,合同会社スリード,,,,,,,,,,,195,飲食店営業, ｺﾝﾋﾞﾆｴﾝｽｽﾄｱ,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ローソン伊勢崎東上之宮店,ロソン伊勢崎東上之宮店,合同会社スリード,ローソン,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
飲食店営業,合同会社スリード,ローソン伊勢崎柴町店,伊勢崎市柴町840-2,伊勢崎市柴町８４０－２,,0270-20-3136,0,24,ｺﾝﾋﾞﾆｴﾝｽｽﾄｱ,R04/08/03,196,R04/08/03,R10/09/30,,伊勢崎保健所,ローソン伊勢崎柴町店,0270,0270-20-3136,,,,伊勢崎市柴町８４０－２,群馬県伊勢崎市柴町８４０－２,,60441,群馬県,伊勢崎市,柴町,,2022/08/03,,2022/08/03,2028/09/30,合同会社スリード,,,,,,,,,,,196,飲食店営業, ｺﾝﾋﾞﾆｴﾝｽｽﾄｱ,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ローソン伊勢崎柴町店,ロソン伊勢崎柴町店,合同会社スリード,ローソン,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
飲食店営業,合同会社スリード,ローソン伊勢崎韮塚西店,伊勢崎市韮塚町860-4,伊勢崎市韮塚町８６０－４,,0270-20-6300,0,24,ｺﾝﾋﾞﾆｴﾝｽｽﾄｱ,R04/08/03,197,R04/08/03,R10/09/30,,伊勢崎保健所,ローソン伊勢崎韮塚西店,0270,0270-20-6300,,,,伊勢崎市韮塚町８６０－４,群馬県伊勢崎市韮塚町８６０－４,,60460,群馬県,伊勢崎市,韮塚町,,2022/08/03,,2022/08/03,2028/09/30,合同会社スリード,,,,,,,,,,,197,飲食店営業, ｺﾝﾋﾞﾆｴﾝｽｽﾄｱ,,,115_群馬県_伊勢崎保健所_食品衛生(許可)_2022年07月-2022年08月_末日_新規,宿泊業，飲食サービス業,飲食店,,,,,,,,,ローソン伊勢崎韮塚西店,ロソン伊勢崎韮塚西店,合同会社スリード,ローソン,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
