,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,空欄,空欄,,,,,,マンション,なんだこいつ,,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,施設名,施設名のフリガナ,業種,業態,施設-住所1,施設-マンション名,,,施設-電話番号1,申請者1,法人番号,申請-住所1,確認番号,許可年月日,許可年月日,許可期間開始日,許可期間終了日,廃業年月日,申請区分,,,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自治体コード,行番号,都道府県名,市区町村名,営業施設名称、屋号又は商号,営業施設名称、屋号又は商号（フリガナ）,営業の種類,業態,営業施設所在地,営業施設方書,緯度,経度,営業施設電話番号,法人名,法人番号,法人住所,許可番号,初回許可年月日,許可年月日,許可開始日,許可満了日,廃業年月日,申請区分,許可条件,備考,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
10202,fBiz00000458070000000001,群馬県,高崎市,青木真由美,アオキマユミ,㉑ 製茶業,,群馬県高崎市乗附町1187-1,,2/4/1900,5/17/1900,090-1042-7547,青木真由美,,群馬県高崎市乗附町1187-1,,,,,,,届出,,,,高崎市保健所,青木真由美,027,090-1042-7547,,,,群馬県高崎市乗附町1187-1,群馬県高崎市乗附町１１８７－１,,60154,群馬県,高崎市,乗附町,,,,,,,青木真由美,,群馬県高崎市乗附町1187-1,群馬県高崎市乗附町１１８７－１,,60154,群馬県,高崎市,乗附町,,届出,製茶業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,飲料・たばこ・飼料製造業,茶・コーヒー製造業（清涼飲料を除く）,製茶業,,,,,,,青木真由美,青木真由美,,,1,,,,,アオキマユミ
10202,fBiz00000462340000000001,群馬県,高崎市,松本海草株式会社,マツモトカイソウカブシキカイシャ,㉒ 海藻製造・加工業,,群馬県高崎市吉井町小串272-1,,2/4/1900,5/18/1900,273878152,松本海草株式会社,5070001008411 ,群馬県高崎市吉井町小串272-1,,,,,,,届出,,,,高崎市保健所,松本海草株式会社,027,027-387-8152,,,,群馬県高崎市吉井町小串272-1,群馬県高崎市吉井町小串２７２－１,,60271,群馬県,高崎市,吉井町小串,,,,,,松本海草株式会社,,,群馬県高崎市吉井町小串272-1,群馬県高崎市吉井町小串２７２－１,,60271,群馬県,高崎市,吉井町小串,,届出,海藻製造・加工業,,,5070001008411,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,食料品製造業,水産食料品製造業,海藻加工業,,,,,,,松本海草株式会社,松本海草株式会社,松本海草株式会社,,1,,,,,マツモトカイソウカブシキカイシャ
10202,fBiz00000462620000000021,群馬県,高崎市,株式会社とりせん石原店,カブシキカイシャトリセンイシハラテン,⑪ 百貨店、総合スーパー,スーパーマーケット,群馬県高崎市片岡町2-10-1,,2/4/1900,5/17/1900,027-325-6151,株式会社とりせん,5070001021901 ,群馬県館林市下早川田町700番地,,,,,,,届出,,,,高崎市保健所,株式会社とりせん石原店,027,027-325-6151,,,,群馬県高崎市片岡町2-10-1,群馬県高崎市片岡町２－１０－１,,60060,群馬県,高崎市,片岡町２,,,,,,株式会社とりせん,,,群馬県館林市下早川田町700番地,群馬県館林市下早川田町７００番地,,60818,群馬県,館林市,下早川田町,,届出,百貨店、総合スーパー, スーパーマーケット,,5070001021901,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,株式会社とりせん石原店,株式会社とりせん石原店,株式会社とりせん,,1,,,,,カブシキカイシャトリセンイシハラテン
10202,fBiz00000462620000000022,群馬県,高崎市,株式会社とりせん豊岡店,カブシキカイシャトリセントヨオカテン,⑪ 百貨店、総合スーパー,スーパーマーケット,群馬県高崎市上豊岡町281,,2/4/1900,5/17/1900,027-325-6141,株式会社とりせん,5070001021901 ,群馬県館林市下早川田町700番地,,,,,,,届出,,,,高崎市保健所,株式会社とりせん豊岡店,027,027-325-6141,,,,群馬県高崎市上豊岡町281,群馬県高崎市上豊岡町２８１,,60069,群馬県,高崎市,上豊岡町,,,,,,株式会社とりせん,,,群馬県館林市下早川田町700番地,群馬県館林市下早川田町７００番地,,60818,群馬県,館林市,下早川田町,,届出,百貨店、総合スーパー, スーパーマーケット,,5070001021901,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,株式会社とりせん豊岡店,株式会社とりせん豊岡店,株式会社とりせん,,1,,,,,カブシキカイシャトリセントヨオカテン
10202,fBiz00000462620000000023,群馬県,高崎市,株式会社とりせん小鳥店,カブシキカイシャトリセンコトリテン,⑪ 百貨店、総合スーパー,スーパーマーケット,群馬県高崎市下小鳥町70-2,,2/4/1900,5/17/1900,027-363-2122,株式会社とりせん,5070001021901 ,群馬県館林市下早川田町700番地,,,,,,,届出,,,,高崎市保健所,株式会社とりせん小鳥店,027,027-363-2122,,,,群馬県高崎市下小鳥町70-2,群馬県高崎市下小鳥町７０－２,,60093,群馬県,高崎市,下小鳥町,,,,,,株式会社とりせん,,,群馬県館林市下早川田町700番地,群馬県館林市下早川田町７００番地,,60818,群馬県,館林市,下早川田町,,届出,百貨店、総合スーパー, スーパーマーケット,,5070001021901,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,株式会社とりせん小鳥店,株式会社とりせん小鳥店,株式会社とりせん,,1,,,,,カブシキカイシャトリセンコトリテン
10202,fBiz00000462620000000024,群馬県,高崎市,株式会社とりせん箕郷店,カブシキカイシャトリセンミサトテン,⑪ 百貨店、総合スーパー,スーパーマーケット,群馬県高崎市箕郷町上芝240-5,,2/4/1900,5/17/1900,027-360-7600,株式会社とりせん,5070001021901 ,群馬県館林市下早川田町700番地,,,,,,,届出,,,,高崎市保健所,株式会社とりせん箕郷店,027,027-360-7600,,,,群馬県高崎市箕郷町上芝240-5,群馬県高崎市箕郷町上芝２４０－５,,60237,群馬県,高崎市,箕郷町上芝,,,,,,株式会社とりせん,,,群馬県館林市下早川田町700番地,群馬県館林市下早川田町７００番地,,60818,群馬県,館林市,下早川田町,,届出,百貨店、総合スーパー, スーパーマーケット,,5070001021901,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,株式会社とりせん箕郷店,株式会社とりせん箕郷店,株式会社とりせん,,1,,,,,カブシキカイシャトリセンミサトテン
10202,fBiz00000462620000000025,群馬県,高崎市,株式会社とりせん菅谷店,カブシキカイシャトリセンスガヤテン,⑪ 百貨店、総合スーパー,スーパーマーケット,群馬県高崎市菅谷町20-991,,2/4/1900,5/18/1900,027-360-6233,株式会社とりせん,5070001021901 ,群馬県館林市下早川田町700番地,,,,,,,届出,,,,高崎市保健所,株式会社とりせん菅谷店,027,027-360-6233,,,,群馬県高崎市菅谷町20-991,群馬県高崎市菅谷町２０－９９１,,60223,群馬県,高崎市,菅谷町,,,,,,株式会社とりせん,,,群馬県館林市下早川田町700番地,群馬県館林市下早川田町７００番地,,60818,群馬県,館林市,下早川田町,,届出,百貨店、総合スーパー, スーパーマーケット,,5070001021901,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,株式会社とりせん菅谷店,株式会社とりせん菅谷店,株式会社とりせん,,1,,,,,カブシキカイシャトリセンスガヤテン
10202,fBiz00000462620000000026,群馬県,高崎市,株式会社とりせん群馬町店,カブシキカイシャトリセングンママチテン,⑪ 百貨店、総合スーパー,スーパーマーケット,群馬県高崎市中泉町605-13,,2/4/1900,5/18/1900,027-372-0123,株式会社とりせん,5070001021901 ,群馬県館林市下早川田町700番地,,,,,,,届出,,,,高崎市保健所,株式会社とりせん群馬町店,027,027-372-0123,,,,群馬県高崎市中泉町605-13,群馬県高崎市中泉町６０５－１３,,60226,群馬県,高崎市,中泉町,,,,,,株式会社とりせん,,,群馬県館林市下早川田町700番地,群馬県館林市下早川田町７００番地,,60818,群馬県,館林市,下早川田町,,届出,百貨店、総合スーパー, スーパーマーケット,,5070001021901,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,株式会社とりせん群馬町店,株式会社とりせん群馬町店,株式会社とりせん,,1,,,,,カブシキカイシャトリセングンママチテン
10202,fBiz00000462620000000027,群馬県,高崎市,株式会社とりせん高崎倉賀野店,カブシキカイシャトリセンタカサキクラガノテン,⑪ 百貨店、総合スーパー,スーパーマーケット,群馬県高崎市倉賀野町2681-4,,2/4/1900,5/18/1900,027-387-0980,株式会社とりせん,5070001021901 ,群馬県館林市下早川田町700番地,,,,,,,届出,,,,高崎市保健所,株式会社とりせん高崎倉賀野店,027,027-387-0980,,,,群馬県高崎市倉賀野町2681-4,群馬県高崎市倉賀野町２６８１－４,,60081,群馬県,高崎市,倉賀野町,,,,,,株式会社とりせん,,,群馬県館林市下早川田町700番地,群馬県館林市下早川田町７００番地,,60818,群馬県,館林市,下早川田町,,届出,百貨店、総合スーパー, スーパーマーケット,,5070001021901,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,各種商品小売業,百貨店，総合スーパー,百貨店，総合スーパー,,,,,,,株式会社とりせん高崎倉賀野店,株式会社とりせん高崎倉賀野店,株式会社とりせん,,1,,,,,カブシキカイシャトリセンタカサキクラガノテン
10202,fBiz00000464350000000013,群馬県,高崎市,群馬ヤクルト販売株式会社　吉井サービスセンター,グンマヤクルトハンバイカブシキガイシャ　ヨシイサービスセンター,③ 乳類販売業,小売業,群馬県高崎市吉井町下長根338-1,,2/4/1900,5/17/1900,0274-64-2161,群馬ヤクルト販売株式会社,2070001001022 ,群馬県前橋市高井町１丁目７番地１,,,,,,,届出,,,,高崎市保健所,群馬ヤクルト販売株式会社　吉井サービスセンター,027,0274-64-2161,,,,群馬県高崎市吉井町下長根338-1,群馬県高崎市吉井町下長根３３８－１,,60281,群馬県,高崎市,吉井町下長根,,,,,,群馬ヤクルト販売株式会社,,,群馬県前橋市高井町１丁目７番地１,群馬県前橋市高井町１丁目７番地１,,59899,群馬県,前橋市,高井町１,,届出,乳類販売業, 小売業,,2070001001022,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,群馬ヤクルト販売株式会社吉井サービスセンター,群馬ヤクルト販売株式会社吉井サビスセンタ,群馬ヤクルト販売株式会社,,1,,,,,グンマヤクルトハンバイカブシキガイシャ　ヨシイサービスセンター
10202,fBiz00000464350000000024,群馬県,高崎市,群馬ヤクルト販売株式会社　高崎問屋駅前サービスセンター,グンマヤクルトハンバイカブシキガイシャ　タカサキトンヤエキマエサービスセンター,③ 乳類販売業,小売業,群馬県高崎市貝沢町747-2,,2/4/1900,5/18/1900,027-363-0500,群馬ヤクルト販売株式会社,2070001001022 ,群馬県前橋市高井町１丁目７番地１,,,,,,,届出,,,,高崎市保健所,群馬ヤクルト販売株式会社　高崎問屋駅前サービスセンター,027,027-363-0500,,,,群馬県高崎市貝沢町747-2,群馬県高崎市貝沢町７４７－２,,60057,群馬県,高崎市,貝沢町,,,,,,群馬ヤクルト販売株式会社,,,群馬県前橋市高井町１丁目７番地１,群馬県前橋市高井町１丁目７番地１,,59899,群馬県,前橋市,高井町１,,届出,乳類販売業, 小売業,,2070001001022,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,群馬ヤクルト販売株式会社高崎問屋駅前サービスセンター,群馬ヤクルト販売株式会社高崎問屋駅前サビスセンタ,群馬ヤクルト販売株式会社,,1,,,,,グンマヤクルトハンバイカブシキガイシャ　タカサキトンヤエキマエサービスセンター
10202,fBiz00001771080000000001,群馬県,高崎市,森永げんきミルク,モリナガゲンキミルク,③ 乳類販売業,,群馬県高崎市金古町860-1,,2/4/1900,5/17/1900,027-388-0177,,,,,,,,,,届出,,,,高崎市保健所,森永げんきミルク,027,027-388-0177,,,,群馬県高崎市金古町860-1,群馬県高崎市金古町８６０－１,,60215,群馬県,高崎市,金古町,,,,,,,,,,,,,,,,,届出,乳類販売業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,森永げんきミルク,森永げんきミルク,,,1,,,,,モリナガゲンキミルク
10202,fBiz00000464350000000025,群馬県,高崎市,群馬ヤクルト販売株式会社　高崎中央サービスセンター,グンマヤクルトハンバイカブシキガイシャ　タカサキチュウオウサービスセンター,③ 乳類販売業,小売業,群馬県高崎市あら町6-14,高崎ｼﾃｨｰあら町ﾋﾞﾙ1F,2/4/1900,5/18/1900,027-326-0241,群馬ヤクルト販売株式会社,2070001001022 ,群馬県前橋市高井町１丁目７番地１,,,,,,,届出,,,,高崎市保健所,群馬ヤクルト販売株式会社　高崎中央サービスセンター,027,027-326-0241,,,,群馬県高崎市あら町6-14 ,群馬県高崎市あら町６－１４,高崎ｼﾃｨｰあら町ﾋﾞﾙ1F,60042,群馬県,高崎市,あら町,,,,,,群馬ヤクルト販売株式会社,,,群馬県前橋市高井町１丁目７番地１,群馬県前橋市高井町１丁目７番地１,,59899,群馬県,前橋市,高井町１,,届出,乳類販売業, 小売業,,2070001001022,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,群馬ヤクルト販売株式会社高崎中央サービスセンター,群馬ヤクルト販売株式会社高崎中央サビスセンタ,群馬ヤクルト販売株式会社,,1,,,,,グンマヤクルトハンバイカブシキガイシャ　タカサキチュウオウサービスセンター
10202,fBiz00000464350000000026,群馬県,高崎市,群馬ヤクルト販売株式会社　上並榎サービスセンター,グンマヤクルトハンバイカブシキガイシャ　カミナミエサービスセンター,③ 乳類販売業,小売業,群馬県高崎市上並榎町85-1,,2/4/1900,5/17/1900,027-364-6913,群馬ヤクルト販売株式会社,2070001001022 ,群馬県前橋市高井町１丁目７番地１,,,,,,,届出,,,,高崎市保健所,群馬ヤクルト販売株式会社　上並榎サービスセンター,027,027-364-6913,,,,群馬県高崎市上並榎町85-1,群馬県高崎市上並榎町８５－１,,60071,群馬県,高崎市,上並榎町,,,,,,群馬ヤクルト販売株式会社,,,群馬県前橋市高井町１丁目７番地１,群馬県前橋市高井町１丁目７番地１,,59899,群馬県,前橋市,高井町１,,届出,乳類販売業, 小売業,,2070001001022,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,群馬ヤクルト販売株式会社上並榎サービスセンター,群馬ヤクルト販売株式会社上並榎サビスセンタ,群馬ヤクルト販売株式会社,,1,,,,,グンマヤクルトハンバイカブシキガイシャ　カミナミエサービスセンター
10202,fBiz00000464350000000027,群馬県,高崎市,群馬ヤクルト販売株式会社　高崎東サービスセンター,グンマヤクルトハンバイカブシキガイシャ　タカサキヒガシサービスセンター,③ 乳類販売業,小売業,群馬県高崎市中居町4-2-1,,2/4/1900,5/18/1900,027-350-1702,群馬ヤクルト販売株式会社,2070001001022 ,群馬県前橋市高井町１丁目７番地１,,,,,,,届出,,,,高崎市保健所,群馬ヤクルト販売株式会社　高崎東サービスセンター,027,027-350-1702,,,,群馬県高崎市中居町4-2-1,群馬県高崎市中居町４－２－１,,60142,群馬県,高崎市,中居町４,,,,,,群馬ヤクルト販売株式会社,,,群馬県前橋市高井町１丁目７番地１,群馬県前橋市高井町１丁目７番地１,,59899,群馬県,前橋市,高井町１,,届出,乳類販売業, 小売業,,2070001001022,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,群馬ヤクルト販売株式会社高崎東サービスセンター,群馬ヤクルト販売株式会社高崎東サビスセンタ,群馬ヤクルト販売株式会社,,1,,,,,グンマヤクルトハンバイカブシキガイシャ　タカサキヒガシサービスセンター
10202,fBiz00000464350000000028,群馬県,高崎市,群馬ヤクルト販売株式会社　高崎西サービスセンター,グンマヤクルトハンバイカブシキガイシャ　タカサキニシサービスセンター,③ 乳類販売業,小売業,群馬県高崎市上豊岡町551-6,,2/4/1900,5/17/1900,027-393-6472,群馬ヤクルト販売株式会社,2070001001022 ,群馬県前橋市高井町１丁目７番地１,,,,,,,届出,,,,高崎市保健所,群馬ヤクルト販売株式会社　高崎西サービスセンター,027,027-393-6472,,,,群馬県高崎市上豊岡町551-6,群馬県高崎市上豊岡町５５１－６,,60069,群馬県,高崎市,上豊岡町,,,,,,群馬ヤクルト販売株式会社,,,群馬県前橋市高井町１丁目７番地１,群馬県前橋市高井町１丁目７番地１,,59899,群馬県,前橋市,高井町１,,届出,乳類販売業, 小売業,,2070001001022,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,群馬ヤクルト販売株式会社高崎西サービスセンター,群馬ヤクルト販売株式会社高崎西サビスセンタ,群馬ヤクルト販売株式会社,,1,,,,,グンマヤクルトハンバイカブシキガイシャ　タカサキニシサービスセンター
10202,fBiz00000464350000000029,群馬県,高崎市,群馬ヤクルト販売株式会社　高崎南サービスセンター,グンマヤクルトハンバイカブシキガイシャ　タカサキミナミサービスセンター,③ 乳類販売業,小売業,群馬県高崎市片岡町1-13-12,,2/4/1900,5/17/1900,027-323-3787,群馬ヤクルト販売株式会社,2070001001022 ,群馬県前橋市高井町１丁目７番地１,,,,,,,届出,,,,高崎市保健所,群馬ヤクルト販売株式会社　高崎南サービスセンター,027,027-323-3787,,,,群馬県高崎市片岡町1-13-12,群馬県高崎市片岡町１－１３－１２,,60059,群馬県,高崎市,片岡町１,,,,,,群馬ヤクルト販売株式会社,,,群馬県前橋市高井町１丁目７番地１,群馬県前橋市高井町１丁目７番地１,,59899,群馬県,前橋市,高井町１,,届出,乳類販売業, 小売業,,2070001001022,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,群馬ヤクルト販売株式会社高崎南サービスセンター,群馬ヤクルト販売株式会社高崎南サビスセンタ,群馬ヤクルト販売株式会社,,1,,,,,グンマヤクルトハンバイカブシキガイシャ　タカサキミナミサービスセンター
10202,fBiz00000464350000000030,群馬県,高崎市,群馬ヤクルト販売株式会社　群馬町サービスセンター,グンマヤクルトハンバイカブシキガイシャ　グンママチサービスセンター,③ 乳類販売業,小売業,群馬県高崎市足門町1637-6,,2/4/1900,5/17/1900,027-372-2915,群馬ヤクルト販売株式会社,2070001001022 ,群馬県前橋市高井町１丁目７番地１,,,,,,,届出,,,,高崎市保健所,群馬ヤクルト販売株式会社　群馬町サービスセンター,027,027-372-2915,,,,群馬県高崎市足門町1637-6,群馬県高崎市足門町１６３７－６,,60212,群馬県,高崎市,足門町,,,,,,群馬ヤクルト販売株式会社,,,群馬県前橋市高井町１丁目７番地１,群馬県前橋市高井町１丁目７番地１,,59899,群馬県,前橋市,高井町１,,届出,乳類販売業, 小売業,,2070001001022,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,,,,,,,,,群馬ヤクルト販売株式会社群馬町サービスセンター,群馬ヤクルト販売株式会社群馬町サビスセンタ,群馬ヤクルト販売株式会社,,1,,,,,グンマヤクルトハンバイカブシキガイシャ　グンママチサービスセンター
10202,fBiz00000466990000000001,群馬県,高崎市,カネホ,カネホ,⑰ 農産保存食料品製造・加工業,,群馬県高崎市上里見町244-4,,2/4/1900,5/17/1900,273748069,堀口美恵,,群馬県高崎市上里見町244-4,,,,,,,届出,,,,高崎市保健所,カネホ,027,027-374-8069,,,,群馬県高崎市上里見町244-4,群馬県高崎市上里見町２４４－４,,60251,群馬県,高崎市,上里見町,,,,,,,堀口美恵,,群馬県高崎市上里見町244-4,群馬県高崎市上里見町２４４－４,,60251,群馬県,高崎市,上里見町,,届出,農産保存食料品製造・加工業,,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,食料品製造業,野菜缶詰・果実缶詰・農産保存食料品製造業,,,,,,,,カネホ,カネホ,,,1,,,,,カネホ
10202,fBiz00000467340000000001,群馬県,高崎市,久留馬の郷,クルマノサト,㉙ その他,,群馬県高崎市高浜町2257番地3,,2/4/1900,5/17/1900,273401155,久留馬総業株式会社,9070001034429 ,群馬県高崎市高浜町２２５７番地３,,,,,,,届出,,,,高崎市保健所,久留馬の郷,027,027-340-1155,,,,群馬県高崎市高浜町2257番地3,群馬県高崎市高浜町２２５７番地３,,60258,群馬県,高崎市,高浜町,,,,,,久留馬総業株式会社,,,群馬県高崎市高浜町２２５７番地３,群馬県高崎市高浜町２２５７番地３,,60258,群馬県,高崎市,高浜町,,届出,その他の製造業,,,9070001034429,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,その他の製造業,,,,,,,,,久留馬の郷,久留馬の郷,久留馬総業株式会社,,2,,,,,クルマノサト
10202,fBiz00000467340000000002,群馬県,高崎市,久留馬の郷,クルマノサト,㉙ その他,,群馬県高崎市高浜町2257番地3,,2/4/1900,5/17/1900,273401155,久留馬総業株式会社,9070001034429 ,群馬県高崎市高浜町２２５７番地３,,,,,,,届出,,,,高崎市保健所,久留馬の郷,027,027-340-1155,,,,群馬県高崎市高浜町2257番地3,群馬県高崎市高浜町２２５７番地３,,60258,群馬県,高崎市,高浜町,,,,,,久留馬総業株式会社,,,群馬県高崎市高浜町２２５７番地３,群馬県高崎市高浜町２２５７番地３,,60258,群馬県,高崎市,高浜町,,届出,その他の製造業,,,9070001034429,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,製造業,その他の製造業,,,,,,,,,久留馬の郷,久留馬の郷,久留馬総業株式会社,,2,,,,,クルマノサト
10202,fBiz00000473450000000001,群馬県,高崎市,ナンカレーハウス,ナンカレーハウス,② 食肉販売業（包装済みの食肉のみの販売）,,群馬県高崎市江木町332-3,富士ビル102,2/4/1900,5/18/1900,027-381-6926,合同会社　GOMA,2070003002877 ,群馬県高崎市江木町332-3富士ビル1-B号室,,,,,,,届出,,,,高崎市保健所,ナンカレーハウス,027,027-381-6926,,,,群馬県高崎市江木町332-3,群馬県高崎市江木町３３２－３,富士ビル102,60052,群馬県,高崎市,江木町,,,,,,合同会社　GOMA,,,群馬県高崎市江木町332-3富士ビル1-B号室,群馬県高崎市江木町３３２－３富士ビル１－B号室,,60052,群馬県,高崎市,江木町,,届出,食肉販売業,,,2070003002877,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,食肉小売業,,,,,,,,ナンカレーハウス,ナンカレハウス,合同会社ＧＯＭＡ,,1,,,,,ナンカレーハウス
10202,fBiz00000487980000000001,群馬県,高崎市,ファミリーマート高崎飯塚町北,ファミリーマートタカサキイイヅカマチキタ,⑩ コンビニエンスストア,コンビニエンスストア,群馬県高崎市飯塚町２４６,,2/4/1900,5/18/1900,027-370-0023,,,,,,,,,,届出,,,,高崎市保健所,ファミリーマート高崎飯塚町北,027,027-370-0023,,,,群馬県高崎市飯塚町２４６,群馬県高崎市飯塚町２４６,,60044,群馬県,高崎市,飯塚町,,,,,,,,,,,,,,,,,届出,コンビニエンスストア, コンビニエンスストア,,,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,,,,,,,ファミリーマート高崎飯塚町北,ファミリマト高崎飯塚町北,,ファミリーマート,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,ファミリーマートタカサキイイヅカマチキタ
10202,fBiz00000488900000000012,群馬県,高崎市,魚の北辰 高崎店,サカナノホクシン タカサキテン,⑬ その他の食料・飲料販売業,,群馬県高崎市宮元町13-1,スズラン百貨店高崎店B1,2/4/1900,5/18/1900,027-326-1111,株式会社北辰水産,1040001066424 ,千葉県柏市花野井７１２番地の１１１,,,,,,,届出,,,,高崎市保健所,魚の北辰 高崎店,027,027-326-1111,,,,群馬県高崎市宮元町13-1,群馬県高崎市宮元町１３－１,スズラン百貨店高崎店B1,60170,群馬県,高崎市,宮元町,,,,,,株式会社北辰水産,,,千葉県柏市花野井７１２番地の１１１,千葉県柏市花野井７１２番地ノ１１１,,69747,千葉県,柏市,花野井,,届出,食料品販売業,,,1040001066424,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,魚の北辰　高崎店,魚の北辰高崎店,株式会社北辰水産,,1,,,,,サカナノホクシン タカサキテン
10202,fBiz00000497500000000001,群馬県,高崎市,有限会社　渋沢商店,ユウゲンカイシャ　シブサワショウテン,⑧ 米穀類販売業,,群馬県高崎市椿町45番地,,2/4/1900,5/18/1900,027-322-4447,有限会社　渋沢商店,1070002010287 ,群馬県高崎市椿町45番地,,,,,,,届出,,,,高崎市保健所,有限会社　渋沢商店,027,027-322-4447,,,,群馬県高崎市椿町45番地,群馬県高崎市椿町４５番地,,60129,群馬県,高崎市,椿町,,,,,,有限会社　渋沢商店,,,群馬県高崎市椿町45番地,群馬県高崎市椿町４５番地,,60129,群馬県,高崎市,椿町,,届出,米穀類販売業,,,1070002010287,114_群馬県_高崎市保健所_食品衛生(届出)_2022年07月まで全件_末日,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,米穀類小売業,,,,,,,有限会社渋沢商店,有限会社渋沢商店,有限会社渋沢商店,,1,,,,,ユウゲンカイシャ　シブサワショウテン
