,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
申請-住所1,申請-電話番号1,申請者1,申請者2,施設-住所1,施設-電話番号1,施設名,,,,業種,確認番号,許可年月日,開業年月日,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
営業者住所,営業者電話番号,営業者氏名,法人代表者氏名,営業所所在地住所,営業所所在地電話番号,営業所の名称等,営業の種類コード,,営業の種類細分類コード,,許可番号,許可年月日,初回許可年月日,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
寒河江市八鍬字川原919-8,0237-86-3111,株式会社チェリーランドさがえ,本間安信,寒河江市大字八鍬字川原９１９－８,0237-86-3111,チェリーランドさがえ２階,1,#N/A,101,飲食店営業（一般食堂・レストラン）,1270,2022/7/22,2022/7/22,,村山保健所,チェリーランドさがえ２階,0237,0237-86-3111,,,,寒河江市大字八鍬字川原９１９－８,山形県寒河江市八鍬字川原９１９－８,,47656,山形県,寒河江市,八鍬,,2022/07/22,2022/07/22,,,株式会社チェリーランドさがえ,本間安信,0237-86-3111,寒河江市八鍬字川原919-8,山形県寒河江市八鍬字川原９１９－８,,47656,山形県,寒河江市,八鍬,1270,,飲食店営業,,,,067_山形県_村山保健所_食品衛生()_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,チェリーランドさがえ２階,チェリランドさがえ２階,株式会社チェリーランドさがえ,,1,,,,,
,,橋間節子,,寒河江市八鍬１１５６－２,,臥龍亭,1,#N/A,106,飲食店営業（1回300食未満・弁当仕出屋）,1271,2022/7/22,2022/7/22,,村山保健所,臥龍亭,0237,,,,,寒河江市八鍬１１５６－２,山形県寒河江市八鍬１１５６－２,,47656,山形県,寒河江市,八鍬,,2022/07/22,2022/07/22,,,,,,,,,,,,,1271,,弁当販売業,,,,067_山形県_村山保健所_食品衛生()_2022年07月_末日_新規、廃止,卸売業，小売業,飲食料品小売業,各種食料品小売業,各種食料品小売業,,,,,,,臥龍亭,臥龍亭,,,1,,,,,
寒河江市中央工業団地７５,0237-86-8181,さがえ西村山農業協同組合,安孫子常哉,寒河江市大字八鍬字川原９１９－６,0237-86-1811,さくらんぼ会館,1,#N/A,118,飲食店営業（その他）,1272,2022/7/22,2022/7/22,,村山保健所,さくらんぼ会館,0237,0237-86-1811,,,,寒河江市大字八鍬字川原９１９－６,山形県寒河江市八鍬字川原９１９－６,,47656,山形県,寒河江市,八鍬,,2022/07/22,2022/07/22,,,さがえ西村山農業協同組合,安孫子常哉,0237-86-8181,寒河江市中央工業団地７５,山形県寒河江市中央工業団地７５,,47668,山形県,寒河江市,中央工業団地,1272,,飲食店営業,,,,067_山形県_村山保健所_食品衛生()_2022年07月_末日_新規、廃止,宿泊業，飲食サービス業,飲食店,,,,,,,,,さくらんぼ会館,さくらんぼ会館,さがえ西村山農業協同組合,,2,,,,,
寒河江市中央工業団地７５,0237-86-8181,さがえ西村山農業協同組合,安孫子常哉,寒河江市大字八鍬字川原９１９－６,0237-86-1811,さくらんぼ会館,5,#N/A,501,アイスクリーム類製造業,1273,2022/7/22,2022/7/22,,村山保健所,さくらんぼ会館,0237,0237-86-1811,,,,寒河江市大字八鍬字川原９１９－６,山形県寒河江市八鍬字川原９１９－６,,47656,山形県,寒河江市,八鍬,,2022/07/22,2022/07/22,,,さがえ西村山農業協同組合,安孫子常哉,0237-86-8181,寒河江市中央工業団地７５,山形県寒河江市中央工業団地７５,,47668,山形県,寒河江市,中央工業団地,1273,,アイスクリーム類製造業,,,,067_山形県_村山保健所_食品衛生()_2022年07月_末日_新規、廃止,製造業,食料品製造業,,,,,,,,,さくらんぼ会館,さくらんぼ会館,さがえ西村山農業協同組合,,2,,,,,
寒河江市中央工業団地７５,0237-86-8181,さがえ西村山農業協同組合,安孫子常哉,寒河江市大字八鍬字川原９１９－６,0237-86-1811,さくらんぼ会館加工室,33,#N/A,3301,密封包装食品製造業,1274,2022/7/22,2022/7/22,,村山保健所,さくらんぼ会館加工室,0237,0237-86-1811,,,,寒河江市大字八鍬字川原９１９－６,山形県寒河江市八鍬字川原９１９－６,,47656,山形県,寒河江市,八鍬,,2022/07/22,2022/07/22,,,さがえ西村山農業協同組合,安孫子常哉,0237-86-8181,寒河江市中央工業団地７５,山形県寒河江市中央工業団地７５,,47668,山形県,寒河江市,中央工業団地,1274,,密封包装食品製造業,,,,067_山形県_村山保健所_食品衛生()_2022年07月_末日_新規、廃止,製造業,食料品製造業,,,,,,,,,さくらんぼ会館加工室,さくらんぼ会館加工室,さがえ西村山農業協同組合,,1,,,,,
寒河江市大字八鍬502番地,0237871239,株式会社ジオンジファーム,渡邉雅一,寒河江市慈恩寺８８１,0237-87-4873,株式会社ジオンジファーム,32,#N/A,3201,そうざい製造業,1288,2022/7/26,2022/7/26,,村山保健所,株式会社ジオンジファーム,0237,0237-87-4873,,,,寒河江市慈恩寺８８１,山形県寒河江市慈恩寺８８１,,47626,山形県,寒河江市,慈恩寺,,2022/07/26,2022/07/26,,,株式会社ジオンジファーム,渡邉雅一,0237-87-1239,寒河江市大字八鍬502番地,山形県寒河江市八鍬５０２番地,,47656,山形県,寒河江市,八鍬,1288,,そうざい製造業,,,,067_山形県_村山保健所_食品衛生()_2022年07月_末日_新規、廃止,製造業,食料品製造業,,,,,,,,,株式会社ジオンジファーム,株式会社ジオンジファム,株式会社ジオンジファーム,,1,,,,,
寒河江市大字白岩９４番地,0237871701,マルタ醸造株式会社,工藤裕之,寒河江市白岩９４,0237-87-1701,マルタ醸造株式会社,25,#N/A,2502,みそ又はしょうゆ製造業（みそしょうゆ）,1289,2022/7/26,2022/7/26,,村山保健所,マルタ醸造株式会社,0237,0237-87-1701,,,,寒河江市白岩９４,山形県寒河江市白岩９４,,47625,山形県,寒河江市,白岩,,2022/07/26,2022/07/26,,,マルタ醸造株式会社,工藤裕之,0237-87-1701,寒河江市大字白岩９４番地,山形県寒河江市白岩９４番地,,47625,山形県,寒河江市,白岩,1289,,みそ又はしょうゆ製造業,（みそしょうゆ）,,,067_山形県_村山保健所_食品衛生()_2022年07月_末日_新規、廃止,製造業,食料品製造業,,,,,,,,,マルタ醸造株式会社,マルタ醸造株式会社,マルタ醸造株式会社,,2,,,,,
