,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,n処理終了,,,,,,,,,,,,,,n10_company_name_maintenance,完了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
業種,業態,施設名,施設-住所1,施設-住所2,施設-住所3,施設-マンション名,施設-電話番号1,申請者1,申請者2,許可年月日,許可期間終了日,,確認番号,申請区分,ここまで,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
業種名,種目,屋号商号,,市町村名,営業所所在地,ビル名称,営業所電話番号,営業者,代表者,許可年月日,満了年月日,許可期間,許可番号,登録の種類,,管轄保健所,名称,市外局番,電話番号,施設の郵便番号,緯度,経度,施設の住所（元住所）,施設の住所（整備）,施設マンション名,施設-住所コード,施設-都道府県,施設-郡・政令市・市区町村名,施設-大字名・字名,申請年月日,開業年月日,許可年月日,許可期間開始日,許可期間終了日,申請法人,申請者氏名(個人名),申請者（開設者）の電話番号,申請者の住所（元住所）,申請者の住所（整備）,申請マンション名,申請-住所コード,申請-都道府県,申請-郡・政令市・市区町村名,申請-大字名・字名,確認番号,申請区分,業種,業態,その他,法人番号,シート名,産業分類大,産業分類中,産業分類小,産業分類詳細,facility_idを識別するための文字列,店舗コード,company_idを識別するための文字列,法人コード,ライセンスコード,検索用日付,整備名称,整備名称2,整備申請法人,チェーン店名,重複確認,店舗業種(大),店舗業種(中),店舗業種(小),店舗業種(詳細),施設名のフリガナ
① 飲食店営業,軽飲食,アコ,岩手県,盛岡市,前九年二丁目２－６,,019-646-6187,髙　畑　厚　子,　,2022/7/4,2028/7/25,1900/1/5,2-157,継続,,盛岡市保健所,アコ,019,019-646-6187,,,,岩手県　盛岡市　前九年二丁目２－６,岩手県盛岡市前九年２丁目２－６,,29237,岩手県,盛岡市,前九年２,,,2022/07/04,,2028/07/25,,,,,,,,,,,2-157,継続,飲食店営業, 軽飲食,,,039_岩手県_盛岡市保健所_食品衛生(許可)_2022年07月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,アコ,アコ,,,1,,,,,
① 飲食店営業,,ねもとや,岩手県,盛岡市,内丸４－５,,なし,,,2022/7/20,2028/9/25,1900/1/5,1-107,新規,,盛岡市保健所,ねもとや,019,,,,,岩手県　盛岡市　内丸４－５,岩手県盛岡市内丸４－５,,29083,岩手県,盛岡市,内丸,,,2022/07/20,,2028/09/25,,,,,,,,,,,1-107,新規,飲食店営業,,,,039_岩手県_盛岡市保健所_食品衛生(許可)_2022年07月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ねもとや,ねもとや,,,1,,,,,
① 飲食店営業,,寧々家盛岡北大橋店,岩手県,盛岡市,高松二丁目１８－６９,,019-665-2422,株式会社アトム,代表取締役　山　角　　　豪,2022/7/13,2030/7/25,1900/1/7,2-158,継続,,盛岡市保健所,寧々家盛岡北大橋店,019,019-665-2422,,,,岩手県　盛岡市　高松二丁目１８－６９,岩手県盛岡市高松２丁目１８－６９,,29241,岩手県,盛岡市,高松２,,,2022/07/13,,2030/07/25,株式会社アトム,代表取締役　山　角　　豪,,,,,,,,,2-158,継続,飲食店営業,,,,039_岩手県_盛岡市保健所_食品衛生(許可)_2022年07月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,寧々家盛岡北大橋店,寧家盛岡北大橋店,株式会社アトム,,1,,,,,
① 飲食店営業,軽飲食,ファミリーマート盛岡西青山二丁目店,岩手県,盛岡市,西青山二丁目１番１３号,,019-648-6066,,,2022/7/20,2029/7/25,1900/1/6,1-106,新規,,盛岡市保健所,ファミリーマート盛岡西青山二丁目店,019,019-648-6066,,,,岩手県　盛岡市　西青山二丁目１番１３号,岩手県盛岡市西青山２丁目１番１３号,,29284,岩手県,盛岡市,西青山２,,,2022/07/20,,2029/07/25,,,,,,,,,,,1-106,新規,飲食店営業, 軽飲食,,,039_岩手県_盛岡市保健所_食品衛生(許可)_2022年07月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ファミリーマート盛岡西青山二丁目店,ファミリマト盛岡西青山二丁目店,,ファミリーマート,1,卸売業，小売業,飲食料品小売業,その他の飲食料品小売業,コンビニエンスストア（飲食料品を中心とするものに限る）,
① 飲食店営業,食堂,鵡岐,岩手県,盛岡市,津志田西一丁目１－３,,,芳　賀　　　勉,　,2022/7/15,2029/8/25,1900/1/6,1-105,新規,,盛岡市保健所,鵡岐,019,,,,,岩手県　盛岡市　津志田西一丁目１－３,岩手県盛岡市津志田西１丁目１－３,,29776,岩手県,盛岡市,津志田西１,,,2022/07/15,,2029/08/25,,,,,,,,,,,1-105,新規,飲食店営業, 食堂,,,039_岩手県_盛岡市保健所_食品衛生(許可)_2022年07月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,鵡岐,鵡岐,,,1,,,,,
① 飲食店営業,軽飲食,アタック,岩手県,盛岡市,上田一丁目１０－３５,,019-654-0972,藤　原　たかみ,　,2022/7/7,2028/7/25,1900/1/5,2-160,継続,,盛岡市保健所,アタック,019,019-654-0972,,,,岩手県　盛岡市　上田一丁目１０－３５,岩手県盛岡市上田１丁目１０－３５,,29079,岩手県,盛岡市,上田１,,,2022/07/07,,2028/07/25,,,,,,,,,,,2-160,継続,飲食店営業, 軽飲食,,,039_岩手県_盛岡市保健所_食品衛生(許可)_2022年07月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,アタック,アタック,,,1,,,,,
① 飲食店営業,そうざい店（弁当含む）,ニューヤマザキデイリーストアー盛岡好摩駅前店,岩手県,盛岡市,好摩字夏間木８３番地４７,,,有限会社あかいし,代表取締役　　竹　田　かづ子,2022/7/8,2028/7/25,1900/1/5,1-108,新規,,盛岡市保健所,ニューヤマザキデイリーストアー盛岡好摩駅前店,019,,,,,岩手県　盛岡市　好摩字夏間木８３番地４７,岩手県盛岡市好摩字夏間木８３番地４７,,29787,岩手県,盛岡市,好摩,,,2022/07/08,,2028/07/25,有限会社あかいし,代表取締役　竹　田　かづ子,,,,,,,,,1-108,新規,飲食店営業, そうざい店（弁当含む）,,,039_岩手県_盛岡市保健所_食品衛生(許可)_2022年07月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ニューヤマザキデイリーストアー盛岡好摩駅前店,ニュヤマザキデイリストア盛岡好摩駅前店,有限会社あかいし,,1,,,,,
① 飲食店営業,バー,KATSURA,岩手県,盛岡市,西松園二丁目１２－７,,019-662-5233,千　田　　　誠,　,2022/7/13,2028/7/25,1900/1/5,2-156,継続,,盛岡市保健所,KATSURA,019,019-662-5233,,,,岩手県　盛岡市　西松園二丁目１２－７,岩手県盛岡市西松園２丁目１２－７,,29290,岩手県,盛岡市,西松園２,,,2022/07/13,,2028/07/25,,,,,,,,,,,2-156,継続,飲食店営業, バー,,,039_岩手県_盛岡市保健所_食品衛生(許可)_2022年07月まで全件_末日,宿泊業，飲食サービス業,飲食店,,,,,,,,,ＫＡＴＳＵＲＡ,ＫＡＴＳＵＲＡ,,,1,,,,,
